STATION,X_TWD97,Y_TWD97,monthly,time,DIFFDISP,Layer_1,Layer_2,Layer_3,Layer_4,Layer_All
ZHUTANG,2639635.48177,191944.07482,18,2017-10-01,-1.2853977833340788,0.0,-2.0,-1.0,0.0,-3.0
ANHE,2602035.47057,179539.204623,19,2017-11-01,-1.4489959628313387,-2.0,-1.0,3.0,3.0,3.0
BEICHEN,2608228.94939,178859.958807,19,2017-11-01,-0.2982555418128565,-1.0,2.0,-1.0,1.0,1.0
CANLIN,2608157.27696,173088.151033,19,2017-11-01,-4.645329334074206,1.0,1.0,-1.0,0.0,1.0
DONGGUANG,2616755.31388,175783.144962,19,2017-11-01,-0.16115642444891537,3.0,1.0,-3.0,1.0,2.0
DONGSHI,2595468.32293,163523.186557,19,2017-11-01,-0.6095605597421924,-1.0,1.0,-3.0,1.0,-2.0
ERLUN,2629865.28709,190429.148778,19,2017-11-01,-4.2737670032683175,0.0,0.0,-2.0,2.0,0.0
FENGAN,2631894.18276,171859.184496,19,2017-11-01,-2.820255406034969,0.0,1.0,1.0,-1.0,1.0
FENGRONG,2632016.259,179785.17549,19,2017-11-01,-2.298338811693243,-2.0,2.0,-1.0,1.0,0.0
GUANGFU,2626508.29835,189084.098343,19,2017-11-01,-3.2133359901971392,-1.0,1.0,1.0,0.0,1.0
HAIFENG,2629140.25143,171150.145528,19,2017-11-01,-2.2666715716259365,1.0,1.0,1.0,,3.0
HONGLUN,2620454.90228,183487.975804,19,2017-11-01,-2.129443760484866,2.0,4.0,-1.0,0.0,5.0
HUNAN,2649583.28339,197073.456957,19,2017-11-01,-2.8829492271892674,1.0,2.0,-0.0,0.0,3.0
HUWEI,2623606.30661,192041.068482,19,2017-11-01,-2.8035261093126302,0.0,0.0,0.0,0.0,0.0
JIANYANG,2614756.24677,163506.218274,19,2017-11-01,-5.163162755791789,0.0,1.0,0.0,,1.0
JIAXING,2616146.2859,194875.077945,19,2017-11-01,-2.7688053330198046,0.0,2.0,0.0,0.0,2.0
KECUO,2613831.28827,182075.186777,19,2017-11-01,-4.51663230287084,-2.0,3.0,1.0,-2.0,0.0
LONGYAN,2624184.90663,179646.08447,19,2017-11-01,-4.241549584207692,0.0,3.0,-4.0,0.0,-1.0
LUNFENG_XIN,2624237.88582,169449.452593,19,2017-11-01,1.7311746211401386,0.0,-1.0,2.0,-2.0,-1.0
NEILIAO,2611723.34283,184142.181573,19,2017-11-01,0.3697196685938999,-1.0,0.0,-1.0,0.0,-2.0
QIAOYI,2637964.78657,196150.707581,19,2017-11-01,0.05153452718957556,-2.0,0.0,-2.0,1.0,-3.0
TANQIFENXIAO,2599940.93758,176526.188454,19,2017-11-01,-2.1261194588520005,3.0,0.0,0.0,0.0,3.0
TUKU,2620611.25819,187772.134694,19,2017-11-01,-0.3367648981447979,2.0,0.0,-2.0,0.0,0.0
XIGANG,2639733.1713,177634.127419,19,2017-11-01,-3.404110492097455,1.0,1.0,0.0,0.0,2.0
XINGHUA,2643201.13881,188364.082858,19,2017-11-01,-3.8413156925591427,1.0,0.0,-1.0,0.0,0.0
XINJIE,2644119.88134,179743.007588,19,2017-11-01,0.1735155122830247,0.0,1.0,-1.0,1.0,1.0
XINPI,2598087.955,181888.900806,19,2017-11-01,-4.1653027957930595,1.0,2.0,0.0,-1.0,2.0
XINSHENG,2648279.21795,188342.160622,19,2017-11-01,-5.241874302956354,0.0,1.0,1.0,-1.0,1.0
XINXING,2626356.24719,170721.169691,19,2017-11-01,-5.354105866858898,0.0,-1.0,1.0,0.0,0.0
XIUTAN,2617397.2418,183652.118876,19,2017-11-01,-2.0991207615831615,2.0,3.0,-2.0,-1.0,2.0
XIZHOU,2638501.0722,199069.972355,19,2017-11-01,-4.466702649600289,0.0,-1.0,-2.0,0.0,-3.0
YIWU,2604974.34087,167842.226707,19,2017-11-01,-3.38309623133619,0.0,2.0,0.0,-2.0,0.0
YUANCHANG,2616803.26394,179485.192133,19,2017-11-01,-1.2892361060945225,0.0,2.0,-1.0,-1.0,0.0
ZHENNAN,2621720.32227,202939.032793,19,2017-11-01,0.2173944752709083,0.0,-1.0,1.0,-1.0,-1.0
ZHUTANG,2639635.48177,191944.07482,19,2017-11-01,0.6568745477402327,-1.0,0.0,0.0,-1.0,-2.0
ANHE,2602035.47057,179539.204623,20,2017-12-01,-0.9650428439239637,5.0,-3.0,5.0,-2.0,5.0
BEICHEN,2608228.94939,178859.958807,20,2017-12-01,-1.8615696182643129,1.0,3.0,1.0,1.0,6.0
CANLIN,2608157.27696,173088.151033,20,2017-12-01,-3.5265353610462467,0.0,2.0,0.0,-2.0,0.0
DONGGUANG,2616755.31388,175783.144962,20,2017-12-01,-0.2821922456021985,-1.0,2.0,0.0,-1.0,0.0
DONGSHI,2595468.32293,163523.186557,20,2017-12-01,-1.370228111491917,1.0,0.0,2.0,-1.0,2.0
ERLUN,2629865.28709,190429.148778,20,2017-12-01,-3.9210628640408247,1.0,0.0,2.0,-2.0,1.0
FENGAN,2631894.18276,171859.184496,20,2017-12-01,-2.0500395709021095,1.0,1.0,2.0,-1.0,3.0
FENGRONG,2632016.259,179785.17549,20,2017-12-01,-2.2445735216532827,0.0,1.0,0.0,-1.0,0.0
GUANGFU,2626508.29835,189084.098343,20,2017-12-01,-1.701221408304281,0.0,-0.0,1.0,-1.0,0.0
HAIFENG,2629140.25143,171150.145528,20,2017-12-01,-1.7525282638974817,1.0,6.0,-1.0,,6.0
HONGLUN,2620454.90228,183487.975804,20,2017-12-01,-1.323186341698608,0.0,2.0,1.0,0.0,3.0
HUNAN,2649583.28339,197073.456957,20,2017-12-01,-2.287996657151912,1.0,0.0,-1.0,1.0,1.0
HUWEI,2623606.30661,192041.068482,20,2017-12-01,-3.362334189452125,1.0,1.0,-1.0,1.0,2.0
JIANYANG,2614756.24677,163506.218274,20,2017-12-01,-2.0292694661475714,0.0,0.0,0.0,,0.0
JIAXING,2616146.2859,194875.077945,20,2017-12-01,-2.672224532123207,1.0,1.0,4.0,0.0,6.0
KECUO,2613831.28827,182075.186777,20,2017-12-01,-2.1651900389115655,1.0,5.0,-3.0,2.0,5.0
LONGYAN,2624184.90663,179646.08447,20,2017-12-01,-3.1578909845705483,-1.0,3.0,0.0,0.0,2.0
LUNFENG_XIN,2624237.88582,169449.452593,20,2017-12-01,-0.0047050833287508725,0.0,4.0,-3.0,1.0,2.0
NEILIAO,2611723.34283,184142.181573,20,2017-12-01,1.475786737104499,1.0,8.0,0.0,0.0,9.0
QIAOYI,2637964.78657,196150.707581,20,2017-12-01,-1.013048565773292,1.0,-1.0,0.0,0.0,0.0
TANQIFENXIAO,2599940.93758,176526.188454,20,2017-12-01,-1.9887849483177942,0.0,-1.0,0.0,1.0,0.0
TUKU,2620611.25819,187772.134694,20,2017-12-01,-1.0083837266550892,2.0,5.0,0.0,0.0,7.0
XIGANG,2639733.1713,177634.127419,20,2017-12-01,-2.1336653931558254,-1.0,1.0,1.0,-1.0,0.0
XINGHUA,2643201.13881,188364.082858,20,2017-12-01,-2.351582189765001,0.0,1.0,0.0,0.0,1.0
XINJIE,2644119.88134,179743.007588,20,2017-12-01,-0.9805100094117106,-1.0,2.0,0.0,-1.0,0.0
XINPI,2598087.955,181888.900806,20,2017-12-01,-3.4623133921613594,-1.0,-1.0,0.0,2.0,0.0
XINSHENG,2648279.21795,188342.160622,20,2017-12-01,-4.793597327498819,-0.0,2.0,-1.0,0.0,1.0
XINXING,2626356.24719,170721.169691,20,2017-12-01,-5.604831086556043,1.0,6.0,-1.0,0.0,6.0
XIUTAN,2617397.2418,183652.118876,20,2017-12-01,-2.341177680421754,2.0,1.0,2.0,0.0,5.0
XIZHOU,2638501.0722,199069.972355,20,2017-12-01,-2.963172243716471,-1.0,1.0,0.0,0.0,0.0
YIWU,2604974.34087,167842.226707,20,2017-12-01,-0.39865544523755697,0.0,2.0,0.0,0.0,2.0
YUANCHANG,2616803.26394,179485.192133,20,2017-12-01,-2.131486292905009,-0.0,6.0,1.0,0.0,7.0
ZHENNAN,2621720.32227,202939.032793,20,2017-12-01,-1.0124851897705478,0.0,0.0,-1.0,1.0,0.0
ZHUTANG,2639635.48177,191944.07482,20,2017-12-01,0.04553033607987923,1.0,1.0,0.0,1.0,3.0
ANHE,2602035.47057,179539.204623,21,2018-01-01,-0.10728595676303869,-4.0,3.0,-3.0,1.0,-3.0
BEICHEN,2608228.94939,178859.958807,21,2018-01-01,-1.9874139815619654,3.0,1.0,-1.0,-1.0,2.0
CANLIN,2608157.27696,173088.151033,21,2018-01-01,-1.0412458764780448,0.0,1.0,2.0,-1.0,2.0
DONGGUANG,2616755.31388,175783.144962,21,2018-01-01,0.19123129946446363,2.0,1.0,-2.0,-1.0,0.0
DONGSHI,2595468.32293,163523.186557,21,2018-01-01,-0.41676083620841536,-1.0,-4.0,0.0,0.0,-5.0
ERLUN,2629865.28709,190429.148778,21,2018-01-01,-2.9067104291414636,0.0,1.0,-2.0,2.0,1.0
FENGAN,2631894.18276,171859.184496,21,2018-01-01,-1.3436821618653958,-1.0,2.0,-1.0,0.0,0.0
FENGRONG,2632016.259,179785.17549,21,2018-01-01,-1.5317700594409331,1.0,0.0,0.0,0.0,1.0
GUANGFU,2626508.29835,189084.098343,21,2018-01-01,-0.48166380037222534,0.0,2.0,-2.0,0.0,0.0
HAIFENG,2629140.25143,171150.145528,21,2018-01-01,-1.2891138341170678,-1.0,-1.0,1.0,,-1.0
HONGLUN,2620454.90228,183487.975804,21,2018-01-01,-0.4610082168285507,1.0,0.0,1.0,0.0,2.0
HUNAN,2649583.28339,197073.456957,21,2018-01-01,-0.42187276216101205,0.0,1.0,-2.0,0.0,-1.0
HUWEI,2623606.30661,192041.068482,21,2018-01-01,-2.903868016056911,-1.0,-1.0,2.0,0.0,0.0
JIANYANG,2614756.24677,163506.218274,21,2018-01-01,0.15523710221204665,0.0,2.0,0.0,,2.0
JIAXING,2616146.2859,194875.077945,21,2018-01-01,-1.0259514615438834,0.0,4.0,-2.0,0.0,2.0
KECUO,2613831.28827,182075.186777,21,2018-01-01,-0.2881731614915011,0.0,1.0,1.0,-1.0,1.0
LONGYAN,2624184.90663,179646.08447,21,2018-01-01,-1.3904420616183313,0.0,0.0,1.0,0.0,1.0
LUNFENG_XIN,2624237.88582,169449.452593,21,2018-01-01,-1.4240145867573346,3.0,1.0,1.0,-1.0,4.0
NEILIAO,2611723.34283,184142.181573,21,2018-01-01,0.5533402272011768,0.0,5.0,-1.0,1.0,5.0
QIAOYI,2637964.78657,196150.707581,21,2018-01-01,-0.6082721993154605,1.0,0.0,0.0,-2.0,-1.0
TANQIFENXIAO,2599940.93758,176526.188454,21,2018-01-01,-1.6033930985858655,-0.0,4.0,-1.0,0.0,3.0
TUKU,2620611.25819,187772.134694,21,2018-01-01,-2.1570919348223336,0.0,0.0,2.0,-2.0,0.0
XIGANG,2639733.1713,177634.127419,21,2018-01-01,-0.20197050665025285,1.0,1.0,1.0,0.0,3.0
XINGHUA,2643201.13881,188364.082858,21,2018-01-01,-1.027274858141048,-0.0,0.0,-1.0,-1.0,-2.0
XINJIE,2644119.88134,179743.007588,21,2018-01-01,-1.0195535225949797,1.0,-0.0,0.0,0.0,1.0
XINPI,2598087.955,181888.900806,21,2018-01-01,-2.364076005428419,1.0,1.0,0.0,0.0,2.0
XINSHENG,2648279.21795,188342.160622,21,2018-01-01,-2.790341514564323,1.0,1.0,-1.0,0.0,1.0
XINXING,2626356.24719,170721.169691,21,2018-01-01,-3.1172712852531004,2.0,2.0,-1.0,0.0,3.0
XIUTAN,2617397.2418,183652.118876,21,2018-01-01,-1.3198282903564837,-1.0,0.0,-1.0,1.0,-1.0
XIZHOU,2638501.0722,199069.972355,21,2018-01-01,-2.2530456447968534,-1.0,0.0,0.0,0.0,-1.0
YIWU,2604974.34087,167842.226707,21,2018-01-01,0.5829324809175587,1.0,1.0,2.0,-1.0,3.0
YUANCHANG,2616803.26394,179485.192133,21,2018-01-01,-3.1064659261707286,1.0,-2.0,4.0,-3.0,0.0
ZHENGMIN,2622974.24984,189571.083661,21,2018-01-01,-1.3122753504841491,1.0,1.0,0.0,0.0,2.0
ZHENNAN,2621720.32227,202939.032793,21,2018-01-01,-1.7363604918537083,1.0,-2.0,1.0,-2.0,-2.0
ZHUTANG,2639635.48177,191944.07482,21,2018-01-01,-1.0770643715478725,0.0,-1.0,0.0,-1.0,-2.0
ANHE,2602035.47057,179539.204623,22,2018-02-01,0.9532847639930879,7.0,-1.0,3.0,-1.0,8.0
BEICHEN,2608228.94939,178859.958807,22,2018-02-01,-0.2145078558650711,-4.0,-3.0,0.0,0.0,-7.0
CANLIN,2608157.27696,173088.151033,22,2018-02-01,1.4087387782067549,-2.0,-1.0,-2.0,2.0,-3.0
DONGGUANG,2616755.31388,175783.144962,22,2018-02-01,1.036357202745864,-5.0,-3.0,2.0,0.0,-6.0
DONGSHI,2595468.32293,163523.186557,22,2018-02-01,0.20263957247572512,0.0,-3.0,1.0,-1.0,-3.0
ERLUN,2629865.28709,190429.148778,22,2018-02-01,-2.3861126140508997,0.0,-1.0,2.0,-2.0,-1.0
FENGAN,2631894.18276,171859.184496,22,2018-02-01,-1.3173144992252068,1.0,-6.0,-6.0,0.0,-11.0
FENGRONG,2632016.259,179785.17549,22,2018-02-01,-0.5406318172739121,0.0,1.0,-1.0,1.0,1.0
GUANGFU,2626508.29835,189084.098343,22,2018-02-01,-1.3114002600412362,-0.0,-3.0,2.0,-1.0,-2.0
HAIFENG,2629140.25143,171150.145528,22,2018-02-01,-0.899464622301782,-2.0,-10.0,-2.0,,-14.0
HONGLUN,2620454.90228,183487.975804,22,2018-02-01,-0.3203319222033491,-1.0,-4.0,-1.0,-1.0,-7.0
HUNAN,2649583.28339,197073.456957,22,2018-02-01,1.485506112476023,0.0,-1.0,-0.0,-1.0,-2.0
HUWEI,2623606.30661,192041.068482,22,2018-02-01,-0.9701693123212193,1.0,0.0,-3.0,-1.0,-3.0
JIANYANG,2614756.24677,163506.218274,22,2018-02-01,-1.9800765500087985,-1.0,0.0,0.0,,-1.0
JIAXING,2616146.2859,194875.077945,22,2018-02-01,0.6804168966889006,0.0,-6.0,-1.0,0.0,-7.0
KECUO,2613831.28827,182075.186777,22,2018-02-01,-1.6922511189093703,-2.0,-7.0,0.0,0.0,-9.0
LONGYAN,2624184.90663,179646.08447,22,2018-02-01,-0.3195773270433771,1.0,-2.0,0.0,0.0,-1.0
LUNFENG_XIN,2624237.88582,169449.452593,22,2018-02-01,-2.6784679376381644,-6.0,-13.0,-6.0,-3.0,-28.0
NEILIAO,2611723.34283,184142.181573,22,2018-02-01,-3.054552304707388,-1.0,-11.0,-1.0,-1.0,-14.0
QIAOYI,2637964.78657,196150.707581,22,2018-02-01,1.3487714799137198,0.0,-1.0,0.0,0.0,-1.0
TANQIFENXIAO,2599940.93758,176526.188454,22,2018-02-01,-1.0919317887030893,-1.0,-0.0,1.0,0.0,0.0
TUKU,2620611.25819,187772.134694,22,2018-02-01,-3.9813118892605157,-1.0,-4.0,-3.0,5.0,-3.0
XIGANG,2639733.1713,177634.127419,22,2018-02-01,0.4979807085673627,-1.0,2.0,0.0,0.0,1.0
XINGHUA,2643201.13881,188364.082858,22,2018-02-01,-1.271156836509117,-2.0,1.0,0.0,0.0,-1.0
XINJIE,2644119.88134,179743.007588,22,2018-02-01,0.08494152429072861,-0.0,1.0,0.0,-1.0,0.0
XINPI,2598087.955,181888.900806,22,2018-02-01,-0.7673572461790344,-4.0,-2.0,1.0,-1.0,-6.0
XINSHENG,2648279.21795,188342.160622,22,2018-02-01,-0.3320775625904871,0.0,0.0,0.0,-1.0,-1.0
XINXING,2626356.24719,170721.169691,22,2018-02-01,-0.5749100120010993,-4.0,-10.0,-6.0,0.0,-20.0
XIUTAN,2617397.2418,183652.118876,22,2018-02-01,0.118542416863557,-4.0,-3.0,1.0,-1.0,-7.0
XIZHOU,2638501.0722,199069.972355,22,2018-02-01,-2.313478864211256,3.0,-2.0,0.0,-1.0,0.0
YIWU,2604974.34087,167842.226707,22,2018-02-01,-2.7708658081548485,1.0,-1.0,-1.0,1.0,0.0
YUANCHANG,2616803.26394,179485.192133,22,2018-02-01,-2.3066780915933043,-1.0,-5.0,-4.0,-2.0,-12.0
ZHENGMIN,2622974.24984,189571.083661,22,2018-02-01,-0.7362821661164399,-1.0,-2.0,0.0,-2.0,-5.0
ZHENNAN,2621720.32227,202939.032793,22,2018-02-01,0.5459183008643819,-2.0,-2.0,-1.0,1.0,-4.0
ZHUTANG,2639635.48177,191944.07482,22,2018-02-01,-0.4004459883208121,0.0,-1.0,-1.0,-1.0,-3.0
ANHE,2602035.47057,179539.204623,23,2018-03-01,1.6106950268664075,-10.0,-8.0,-3.0,-1.0,-22.0
BEICHEN,2608228.94939,178859.958807,23,2018-03-01,1.5926235733387297,0.0,-10.0,-2.0,0.0,-12.0
CANLIN,2608157.27696,173088.151033,23,2018-03-01,1.830878025852031,-5.0,-14.0,-5.0,-2.0,-26.0
DONGGUANG,2616755.31388,175783.144962,23,2018-03-01,1.5748319161740716,-5.0,-8.0,-2.0,1.0,-14.0
DONGSHI,2595468.32293,163523.186557,23,2018-03-01,0.3007922895463319,-1.0,-2.0,-3.0,2.0,-4.0
ERLUN,2629865.28709,190429.148778,23,2018-03-01,-2.6836559474008754,-3.0,-1.0,-1.0,-1.0,-6.0
FENGAN,2631894.18276,171859.184496,23,2018-03-01,-1.8986808767032304,-1.0,3.0,4.0,-1.0,5.0
FENGRONG,2632016.259,179785.17549,23,2018-03-01,0.03769390083563243,-6.0,-5.0,-3.0,0.0,-14.0
GUANGFU,2626508.29835,189084.098343,23,2018-03-01,-3.4631472159533474,-1.0,-3.0,-5.0,1.0,-8.0
HAIFENG,2629140.25143,171150.145528,23,2018-03-01,-0.6875327636265617,1.0,7.0,2.0,,10.0
HONGLUN,2620454.90228,183487.975804,23,2018-03-01,-1.004418866028362,-4.0,-7.0,-4.0,-1.0,-16.0
HUNAN,2649583.28339,197073.456957,23,2018-03-01,1.3360856844200866,-1.0,-4.0,-1.0,-1.0,-7.0
HUWEI,2623606.30661,192041.068482,23,2018-03-01,0.8460752971615702,-3.0,-2.0,-4.0,-1.0,-10.0
JIANYANG,2614756.24677,163506.218274,23,2018-03-01,-6.647260043135671,0.0,-5.0,0.0,,-5.0
JIAXING,2616146.2859,194875.077945,23,2018-03-01,0.9558622355810923,-2.0,-4.0,-5.0,0.0,-11.0
KECUO,2613831.28827,182075.186777,23,2018-03-01,-5.254896075747704,-1.0,-6.0,-3.0,-2.0,-12.0
LONGYAN,2624184.90663,179646.08447,23,2018-03-01,-0.8681642087772102,-1.0,-6.0,-2.0,-1.0,-10.0
LUNFENG_XIN,2624237.88582,169449.452593,23,2018-03-01,-3.5524729478588295,2.0,8.0,3.0,3.0,16.0
NEILIAO,2611723.34283,184142.181573,23,2018-03-01,-5.922145885937497,-1.0,-11.0,-2.0,0.0,-14.0
QIAOYI,2637964.78657,196150.707581,23,2018-03-01,2.8943894411988187,-2.0,0.0,-1.0,-1.0,-4.0
TANQIFENXIAO,2599940.93758,176526.188454,23,2018-03-01,-1.2627200672352445,-4.0,-7.0,-1.0,0.0,-12.0
TUKU,2620611.25819,187772.134694,23,2018-03-01,-5.013148818720701,-3.0,-6.0,-1.0,-4.0,-14.0
XIGANG,2639733.1713,177634.127419,23,2018-03-01,-0.7423711080553393,-1.0,-3.0,-1.0,0.0,-5.0
XINGHUA,2643201.13881,188364.082858,23,2018-03-01,-2.878755548344519,-2.0,-4.0,0.0,-1.0,-7.0
XINJIE,2644119.88134,179743.007588,23,2018-03-01,0.9118672749208929,-1.0,-2.0,0.0,0.0,-3.0
XINPI,2598087.955,181888.900806,23,2018-03-01,0.426177720607776,1.0,-4.0,0.0,0.0,-3.0
XINSHENG,2648279.21795,188342.160622,23,2018-03-01,0.7462062578137392,-4.0,-4.0,-1.0,-1.0,-10.0
XINXING,2626356.24719,170721.169691,23,2018-03-01,-1.0956941905854503,1.0,5.0,3.0,0.0,9.0
XIUTAN,2617397.2418,183652.118876,23,2018-03-01,0.4429152229201621,-10.0,-8.0,-4.0,-1.0,-23.0
XIZHOU,2638501.0722,199069.972355,23,2018-03-01,-1.3960940834335482,-2.0,0.0,-2.0,1.0,-3.0
YIWU,2604974.34087,167842.226707,23,2018-03-01,-7.4661781144274055,-3.0,-16.0,-10.0,0.0,-29.0
YUANCHANG,2616803.26394,179485.192133,23,2018-03-01,1.1306329776376827,-2.0,-9.0,0.0,-1.0,-12.0
ZHENGMIN,2622974.24984,189571.083661,23,2018-03-01,-0.8176771089388135,-4.0,-6.0,-1.0,0.0,-11.0
ZHENNAN,2621720.32227,202939.032793,23,2018-03-01,4.130849788972465,1.0,-4.0,-1.0,-1.0,-5.0
ZHUTANG,2639635.48177,191944.07482,23,2018-03-01,1.670328467443947,-2.0,0.0,-1.0,1.0,-2.0
ANHE,2602035.47057,179539.204623,24,2018-04-01,2.1485175983306335,-3.0,-11.0,-7.0,3.0,-18.0
BEICHEN,2608228.94939,178859.958807,24,2018-04-01,2.3542187320753483,-2.0,-11.0,-2.0,0.0,-15.0
CANLIN,2608157.27696,173088.151033,24,2018-04-01,1.1571644674363586,-1.0,-7.0,-3.0,-1.0,-12.0
DONGGUANG,2616755.31388,175783.144962,24,2018-04-01,1.7520539763265752,-4.0,-5.0,-2.0,-1.0,-12.0
DONGSHI,2595468.32293,163523.186557,24,2018-04-01,-0.2818407861989431,-1.0,-7.0,-3.0,0.0,-11.0
ERLUN,2629865.28709,190429.148778,24,2018-04-01,-4.002719001582038,1.0,-3.0,-1.0,-1.0,-4.0
FENGAN,2631894.18276,171859.184496,24,2018-04-01,-3.0458520614106845,-2.0,-2.0,-2.0,2.0,-4.0
FENGRONG,2632016.259,179785.17549,24,2018-04-01,0.02181818287266899,-2.0,-4.0,-1.0,1.0,-6.0
GUANGFU,2626508.29835,189084.098343,24,2018-04-01,-5.997206989880297,0.0,-4.0,0.0,0.0,-4.0
HAIFENG,2629140.25143,171150.145528,24,2018-04-01,-0.8808798345684984,-1.0,-4.0,-1.0,,-6.0
HONGLUN,2620454.90228,183487.975804,24,2018-04-01,-1.9794907453990973,-4.0,-5.0,-3.0,-3.0,-15.0
HUNAN,2649583.28339,197073.456957,24,2018-04-01,-0.4003807949377648,-1.0,-1.0,-3.0,1.0,-4.0
HUWEI,2623606.30661,192041.068482,24,2018-04-01,1.5862000580968978,-1.0,-2.0,-1.0,-1.0,-5.0
JIANYANG,2614756.24677,163506.218274,24,2018-04-01,-11.713235166028776,0.0,-4.0,0.0,,-4.0
JIAXING,2616146.2859,194875.077945,24,2018-04-01,-0.21221348929799258,-3.0,-7.0,-2.0,0.0,-12.0
KECUO,2613831.28827,182075.186777,24,2018-04-01,-8.951251748374098,-1.0,-5.0,-2.0,0.0,-8.0
LONGYAN,2624184.90663,179646.08447,24,2018-04-01,-2.321614400298182,-2.0,-6.0,-1.0,0.0,-9.0
LUNFENG_XIN,2624237.88582,169449.452593,24,2018-04-01,-5.062798239316243,-2.0,-8.0,-1.0,-1.0,-12.0
NEILIAO,2611723.34283,184142.181573,24,2018-04-01,-6.8252343458135645,-3.0,-6.0,-2.0,0.0,-11.0
QIAOYI,2637964.78657,196150.707581,24,2018-04-01,3.541755560456947,-1.0,-1.0,-3.0,1.0,-4.0
TANQIFENXIAO,2599940.93758,176526.188454,24,2018-04-01,-2.142266081539277,-10.0,-8.0,-1.0,-1.0,-20.0
TUKU,2620611.25819,187772.134694,24,2018-04-01,-5.80801733765403,0.0,-5.0,-5.0,1.0,-9.0
XIGANG,2639733.1713,177634.127419,24,2018-04-01,-2.9662993886004325,0.0,-3.0,-1.0,0.0,-4.0
XINGHUA,2643201.13881,188364.082858,24,2018-04-01,-5.166464084452768,0.0,-3.0,0.0,-4.0,-7.0
XINJIE,2644119.88134,179743.007588,24,2018-04-01,0.6710938874920053,-0.0,-2.0,-3.0,2.0,-3.0
XINPI,2598087.955,181888.900806,24,2018-04-01,0.7626871696963421,-5.0,-5.0,0.0,-1.0,-11.0
XINSHENG,2648279.21795,188342.160622,24,2018-04-01,0.7381192290568459,-2.0,-2.0,-1.0,-1.0,-6.0
XINXING,2626356.24719,170721.169691,24,2018-04-01,-4.862192904839262,-3.0,-6.0,0.0,0.0,-9.0
XIUTAN,2617397.2418,183652.118876,24,2018-04-01,-0.4069374999285504,-4.0,-3.0,-4.0,1.0,-10.0
XIZHOU,2638501.0722,199069.972355,24,2018-04-01,0.27640072786949027,0.0,0.0,-1.0,-1.0,-2.0
YIWU,2604974.34087,167842.226707,24,2018-04-01,-11.595481976878434,0.0,-10.0,-4.0,-1.0,-15.0
YUANCHANG,2616803.26394,179485.192133,24,2018-04-01,5.3660935026015215,-5.0,-5.0,-5.0,2.0,-13.0
ZHENGMIN,2622974.24984,189571.083661,24,2018-04-01,-2.5301869577378455,-2.0,-3.0,-3.0,-2.0,-10.0
ZHENNAN,2621720.32227,202939.032793,24,2018-04-01,7.003873856083196,-3.0,1.0,0.0,0.0,-2.0
ZHUTANG,2639635.48177,191944.07482,24,2018-04-01,3.3193193954332862,0.0,-2.0,-2.0,0.0,-4.0
ANHE,2602035.47057,179539.204623,25,2018-05-01,2.0145807702888563,-4.0,-8.0,2.0,-1.0,-11.0
BEICHEN,2608228.94939,178859.958807,25,2018-05-01,1.1997508110657678,-1.0,-9.0,-2.0,1.0,-11.0
CANLIN,2608157.27696,173088.151033,25,2018-05-01,0.2623500542028457,2.0,-13.0,-3.0,-1.0,-15.0
DONGGUANG,2616755.31388,175783.144962,25,2018-05-01,0.9742741545547493,-1.0,-8.0,-2.0,1.0,-10.0
DONGSHI,2595468.32293,163523.186557,25,2018-05-01,-1.011618488922622,-1.0,-8.0,1.0,-1.0,-9.0
ERLUN,2629865.28709,190429.148778,25,2018-05-01,-4.018550229019459,-2.0,-1.0,0.0,0.0,-3.0
FENGAN,2631894.18276,171859.184496,25,2018-05-01,-3.1818261256203213,1.0,-2.0,-1.0,-1.0,-3.0
FENGRONG,2632016.259,179785.17549,25,2018-05-01,-0.23996060054330445,-1.0,-2.0,-1.0,-1.0,-5.0
GUANGFU,2626508.29835,189084.098343,25,2018-05-01,-5.7050861262811186,1.0,-3.0,0.0,-1.0,-3.0
HAIFENG,2629140.25143,171150.145528,25,2018-05-01,-1.1261972372916047,0.0,-2.0,2.0,,0.0
HONGLUN,2620454.90228,183487.975804,25,2018-05-01,-1.9111013598447422,0.0,-3.0,-2.0,2.0,-3.0
HUNAN,2649583.28339,197073.456957,25,2018-05-01,-2.4379501434591053,-1.0,-2.0,-0.0,0.0,-3.0
HUWEI,2623606.30661,192041.068482,25,2018-05-01,0.7104777041513377,-1.0,-4.0,-1.0,-0.0,-6.0
JIANYANG,2614756.24677,163506.218274,25,2018-05-01,-10.769125248906443,-2.0,-4.0,0.0,,-6.0
JIAXING,2616146.2859,194875.077945,25,2018-05-01,-1.8901071372529485,-1.0,-5.0,-1.0,0.0,-7.0
KECUO,2613831.28827,182075.186777,25,2018-05-01,-8.16850001101701,-1.0,-7.0,-2.0,0.0,-10.0
LONGYAN,2624184.90663,179646.08447,25,2018-05-01,-2.6951839478274766,0.0,-7.0,-2.0,-1.0,-10.0
LUNFENG_XIN,2624237.88582,169449.452593,25,2018-05-01,-5.130851062194336,-1.0,-1.0,1.0,-1.0,-2.0
NEILIAO,2611723.34283,184142.181573,25,2018-05-01,-2.912543246292512,0.0,-13.0,-4.0,1.0,-16.0
QIAOYI,2637964.78657,196150.707581,25,2018-05-01,2.167278758490648,-1.0,-1.0,1.0,0.0,-1.0
TANQIFENXIAO,2599940.93758,176526.188454,25,2018-05-01,-2.342788619708099,1.0,-7.0,-1.0,-1.0,-8.0
