STATION,X_TWD97,Y_TWD97,monthly,time,DIFFDISP,Layer_1,Layer_2,Layer_3,Layer_4,Layer_All
ANNAN,2626430.82924,173539.792947,37,2019-05-01,1.8228716202773398,-1.0,2.0,0.0,1.0,2.0
BEICHEN,2608228.94939,178859.958807,37,2019-05-01,0.9573864673671721,1.0,1.0,-2.0,2.0,2.0
CANLIN,2608157.27696,173088.151033,37,2019-05-01,-0.08043044632908637,2.0,2.0,0.0,-1.0,3.0
DONGGUANG,2616755.31388,175783.144962,37,2019-05-01,1.155288691315697,-2.0,1.0,-1.0,1.0,-1.0
DONGSHI,2595468.32293,163523.186557,37,2019-05-01,-1.1442376798320468,1.0,3.0,0.0,0.0,4.0
ERLUN,2629865.28709,190429.148778,37,2019-05-01,-0.8254073482976676,1.0,0.0,3.0,-2.0,2.0
FENGAN,2631894.18276,171859.184496,37,2019-05-01,-2.8981046981316494,1.0,1.0,3.0,1.0,6.0
FENGRONG,2632016.259,179785.17549,37,2019-05-01,-0.06893522084800745,1.0,1.0,2.0,0.0,4.0
GUANGFU,2626508.29835,189084.098343,37,2019-05-01,-4.203920956066778,-1.0,3.0,-1.0,1.0,2.0
HAIFENG,2629140.25143,171150.145528,37,2019-05-01,-0.16986295882877406,2.0,4.0,0.0,,6.0
HONGLUN,2620454.90228,183487.975804,37,2019-05-01,-1.5552891413594359,2.0,4.0,-1.0,0.0,5.0
HUNAN,2649583.28339,197073.456957,37,2019-05-01,-1.7942673519365704,3.0,4.0,-1.0,1.0,7.0
HUWEI,2623606.30661,192041.068482,37,2019-05-01,-1.232142502126806,-1.0,3.0,0.0,0.0,2.0
JIANYANG,2614756.24677,163506.218274,37,2019-05-01,-6.918382310686699,1.0,0.0,0.0,,1.0
JIAXING,2616146.2859,194875.077945,37,2019-05-01,-2.900056230248276,-1.0,3.0,2.0,0.0,4.0
KECUO,2613831.28827,182075.186777,37,2019-05-01,-5.155686644988581,0.0,2.0,2.0,-3.0,1.0
LONGYAN,2624184.90663,179646.08447,37,2019-05-01,-2.13518438326897,0.0,1.0,0.0,1.0,2.0
LUNFENG_XIN,2624237.88582,169449.452593,37,2019-05-01,-2.671612860692717,1.0,4.0,1.0,1.0,7.0
NANGUANG,2612049.8387,170402.550017,37,2019-05-01,-0.23528512687009984,1.0,1.0,0.0,-1.0,1.0
NEILIAO,2611723.34283,184142.181573,37,2019-05-01,-0.26573355503049756,2.0,4.0,-3.0,3.0,6.0
QIAOYI,2637964.78657,196150.707581,37,2019-05-01,0.7159474982899375,-0.899,1.607,-1.728,6.203,5.184
TANQIFENXIAO,2599940.93758,176526.188454,37,2019-05-01,-0.5676320590785566,2.0,0.0,0.0,0.0,2.0
TUKU,2620611.25819,187772.134694,37,2019-05-01,-2.2073837039139637,2.0,3.0,-3.0,2.0,4.0
XIGANG,2639733.1713,177634.127419,37,2019-05-01,-3.5796451494811334,2.0,-2.0,2.0,-2.0,0.0
XINGHUA,2643201.13881,188364.082858,37,2019-05-01,-3.9857140827735362,4.0,2.0,1.0,-3.0,4.0
XINJIE,2644119.88134,179743.007588,37,2019-05-01,-0.702115186952257,0.0,0.0,1.0,0.0,1.0
XINPI,2598087.955,181888.900806,37,2019-05-01,-2.737513364093344,2.0,1.0,0.0,3.0,6.0
XINSHENG,2648279.21795,188342.160622,37,2019-05-01,0.12823046557361914,1.0,2.0,1.0,-1.0,3.0
XINXING,2626356.24719,170721.169691,37,2019-05-01,-5.4253956248955575,0.0,5.0,0.0,0.0,5.0
XIUTAN,2617397.2418,183652.118876,37,2019-05-01,-0.9587289884359783,1.0,2.0,1.0,0.0,4.0
XIZHOU,2638501.0722,199069.972355,37,2019-05-01,1.195075703885174,1.0,-0.0,1.0,0.0,2.0
YIWU,2604974.34087,167842.226707,37,2019-05-01,-5.424426577347475,0.0,5.0,3.0,1.0,9.0
YUANCHANG,2616803.26394,179485.192133,37,2019-05-01,2.3589022594078815,1.0,4.0,0.0,-0.0,5.0
ZHENGMIN,2622974.24984,189571.083661,37,2019-05-01,-3.2570910478024064,-1.0,2.0,0.0,-1.0,0.0
ZHENNAN,2621720.32227,202939.032793,37,2019-05-01,3.7557362222531934,1.0,0.0,-0.0,1.0,2.0
ZHUTANG,2639635.48177,191944.07482,37,2019-05-01,0.2382638568311853,0.0,2.0,-1.0,0.0,1.0
ANHE,2602035.47057,179539.204623,38,2019-06-01,0.889160660666338,-2.0,8.0,-3.0,1.0,4.0
ANNAN,2626430.82924,173539.792947,38,2019-06-01,1.442745612516461,4.0,1.0,-1.0,0.0,4.0
BEICHEN,2608228.94939,178859.958807,38,2019-06-01,-0.11152100080993718,0.0,5.0,0.0,-1.0,4.0
CANLIN,2608157.27696,173088.151033,38,2019-06-01,0.17484209438320575,1.0,5.0,2.0,1.0,9.0
DONGGUANG,2616755.31388,175783.144962,38,2019-06-01,0.8150791325589043,4.0,5.0,-2.0,0.0,7.0
DONGSHI,2595468.32293,163523.186557,38,2019-06-01,-1.4731732138057736,-1.0,6.0,0.0,-1.0,4.0
ERLUN,2629865.28709,190429.148778,38,2019-06-01,1.6042286322596888,-1.0,1.0,0.0,1.0,1.0
FENGAN,2631894.18276,171859.184496,38,2019-06-01,-2.3034429618593038,2.0,2.0,-1.0,2.0,5.0
FENGRONG,2632016.259,179785.17549,38,2019-06-01,-0.16319938074908263,4.0,1.0,-2.0,0.0,3.0
GUANGFU,2626508.29835,189084.098343,38,2019-06-01,-1.8498420311655803,1.0,-1.0,2.0,-2.0,0.0
HAIFENG,2629140.25143,171150.145528,38,2019-06-01,0.0165389518140339,1.0,3.0,0.0,,4.0
HONGLUN,2620454.90228,183487.975804,38,2019-06-01,-0.8300000263145016,0.0,2.0,2.0,-1.0,3.0
HUNAN,2649583.28339,197073.456957,38,2019-06-01,-1.9951590366426561,1.0,1.0,-2.0,2.0,2.0
HUWEI,2623606.30661,192041.068482,38,2019-06-01,-3.036553701323954,1.0,-0.0,2.0,-2.0,1.0
JIANYANG,2614756.24677,163506.218274,38,2019-06-01,-1.3276751785395486,-1.0,1.0,0.0,,0.0
JIAXING,2616146.2859,194875.077945,38,2019-06-01,-3.4516155579043444,4.0,7.0,3.0,0.0,14.0
KECUO,2613831.28827,182075.186777,38,2019-06-01,-0.20450170869234885,2.0,6.0,0.0,0.0,8.0
LONGYAN,2624184.90663,179646.08447,38,2019-06-01,-0.9829920905588998,0.0,2.0,-1.0,0.0,1.0
LUNFENG_XIN,2624237.88582,169449.452593,38,2019-06-01,-0.877984743307446,0.0,3.0,0.0,1.0,4.0
NANGUANG,2612049.8387,170402.550017,38,2019-06-01,0.6427045803410296,2.0,1.0,0.0,0.0,3.0
NEILIAO,2611723.34283,184142.181573,38,2019-06-01,5.172798115250744,1.0,9.0,1.0,-3.0,8.0
QIAOYI,2637964.78657,196150.707581,38,2019-06-01,-1.7307575314244918,0.0,0.0,-2.0,-6.0,-8.0
TANQIFENXIAO,2599940.93758,176526.188454,38,2019-06-01,0.3697910674186912,9.0,-0.0,0.0,0.0,9.0
TUKU,2620611.25819,187772.134694,38,2019-06-01,1.3596956529764657,0.0,2.0,-1.0,2.0,3.0
XIGANG,2639733.1713,177634.127419,38,2019-06-01,-2.585144282619796,0.0,4.0,0.0,0.0,4.0
XINGHUA,2643201.13881,188364.082858,38,2019-06-01,-2.123027584379691,-0.0,0.0,-1.0,2.0,1.0
XINJIE,2644119.88134,179743.007588,38,2019-06-01,-1.5060897871772139,0.0,1.0,0.0,-1.0,0.0
XINPI,2598087.955,181888.900806,38,2019-06-01,-4.599711855234619,2.0,4.0,0.0,-1.0,5.0
XINSHENG,2648279.21795,188342.160622,38,2019-06-01,0.33072254244076543,5.0,2.0,-1.0,-1.0,5.0
XINXING,2626356.24719,170721.169691,38,2019-06-01,-4.700516864590344,3.0,2.0,2.0,0.0,7.0
XIUTAN,2617397.2418,183652.118876,38,2019-06-01,-1.157905121485345,8.0,5.0,-1.0,-0.0,12.0
XIZHOU,2638501.0722,199069.972355,38,2019-06-01,2.2880734970501737,0.0,-1.0,0.0,0.0,-1.0
YIWU,2604974.34087,167842.226707,38,2019-06-01,0.784045642992008,0.0,6.0,3.0,-1.0,8.0
YUANCHANG,2616803.26394,179485.192133,38,2019-06-01,0.38028630717859063,4.0,5.0,-1.0,2.0,10.0
ZHENGMIN,2622974.24984,189571.083661,38,2019-06-01,-4.018784012679423,2.0,0.0,0.0,0.0,2.0
ZHENNAN,2621720.32227,202939.032793,38,2019-06-01,-1.0452692062334417,1.0,2.0,2.0,-1.0,4.0
ZHUTANG,2639635.48177,191944.07482,38,2019-06-01,-3.6482638622346006,1.0,-2.0,1.0,-1.0,-1.0
ANHE,2602035.47057,179539.204623,39,2019-07-01,-0.33541397663100864,4.0,1.0,2.0,1.0,8.0
ANNAN,2626430.82924,173539.792947,39,2019-07-01,-0.6639507956748638,2.0,4.0,0.0,0.0,6.0
BEICHEN,2608228.94939,178859.958807,39,2019-07-01,-2.569027773823565,2.0,7.0,1.0,0.0,10.0
CANLIN,2608157.27696,173088.151033,39,2019-07-01,1.2245430295685142,5.0,7.0,1.0,1.0,14.0
DONGGUANG,2616755.31388,175783.144962,39,2019-07-01,-0.6616476338106386,9.0,5.0,0.0,1.0,15.0
DONGSHI,2595468.32293,163523.186557,39,2019-07-01,0.37411203284376093,1.0,5.0,1.0,0.0,7.0
ERLUN,2629865.28709,190429.148778,39,2019-07-01,0.39966994535300365,0.0,2.0,0.0,-1.0,1.0
FENGAN,2631894.18276,171859.184496,39,2019-07-01,0.17510190547144466,2.0,0.0,2.0,-2.0,2.0
FENGRONG,2632016.259,179785.17549,39,2019-07-01,1.6946234507260602,4.0,1.0,-1.0,0.0,4.0
GUANGFU,2626508.29835,189084.098343,39,2019-07-01,1.1986778350934106,0.0,2.0,1.0,1.0,4.0
HAIFENG,2629140.25143,171150.145528,39,2019-07-01,-2.7475130666661762,-1.0,0.0,1.0,,0.0
HONGLUN,2620454.90228,183487.975804,39,2019-07-01,0.3031094791638611,2.0,6.0,0.0,1.0,9.0
HUNAN,2649583.28339,197073.456957,39,2019-07-01,-2.9389518775491945,0.0,-2.0,0.0,-4.0,-6.0
HUWEI,2623606.30661,192041.068482,39,2019-07-01,-3.0111038621215016,-1.0,3.0,-1.0,-1.0,0.0
JIANYANG,2614756.24677,163506.218274,39,2019-07-01,5.085665809476964,0.0,3.0,0.0,,3.0
JIAXING,2616146.2859,194875.077945,39,2019-07-01,-2.1419906405285998,2.0,4.0,0.0,0.0,6.0
KECUO,2613831.28827,182075.186777,39,2019-07-01,5.558518864695192,2.0,6.0,-3.0,1.0,6.0
LONGYAN,2624184.90663,179646.08447,39,2019-07-01,2.5209286901226187,1.0,3.0,2.0,-2.0,4.0
LUNFENG_XIN,2624237.88582,169449.452593,39,2019-07-01,-1.6912263546127824,2.0,4.0,2.0,-1.0,7.0
NANGUANG,2612049.8387,170402.550017,39,2019-07-01,1.2137576354201511,5.0,5.0,0.0,0.0,10.0
NEILIAO,2611723.34283,184142.181573,39,2019-07-01,6.543584152168745,1.0,8.0,0.0,1.0,10.0
QIAOYI,2637964.78657,196150.707581,39,2019-07-01,-0.5971871853600633,2.0,-1.0,1.0,-1.0,1.0
TANQIFENXIAO,2599940.93758,176526.188454,39,2019-07-01,-1.0959805278716392,4.0,5.0,1.0,0.0,10.0
TUKU,2620611.25819,187772.134694,39,2019-07-01,-1.1623471474034286,1.0,6.0,5.0,-4.0,8.0
XIGANG,2639733.1713,177634.127419,39,2019-07-01,0.7190553266940731,0.0,0.0,0.0,1.0,1.0
XINGHUA,2643201.13881,188364.082858,39,2019-07-01,-0.8160877155405051,1.0,2.0,-2.0,0.0,1.0
XINJIE,2644119.88134,179743.007588,39,2019-07-01,-2.5246671191502617,1.0,-1.0,1.0,0.0,1.0
XINPI,2598087.955,181888.900806,39,2019-07-01,-2.3196277057931547,0.0,2.0,0.0,0.0,2.0
XINSHENG,2648279.21795,188342.160622,39,2019-07-01,-0.20601192089110326,3.0,-1.0,1.0,-1.0,2.0
XINXING,2626356.24719,170721.169691,39,2019-07-01,-1.30835536873764,1.0,3.0,-1.0,0.0,3.0
XIUTAN,2617397.2418,183652.118876,39,2019-07-01,-1.6569839136582454,6.0,4.0,0.0,0.0,10.0
XIZHOU,2638501.0722,199069.972355,39,2019-07-01,2.3960372932364677,0.0,1.0,-1.0,0.0,0.0
YIWU,2604974.34087,167842.226707,39,2019-07-01,4.679001081461843,0.0,7.0,3.0,1.0,11.0
YUANCHANG,2616803.26394,179485.192133,39,2019-07-01,-3.0320249611191175,7.0,2.0,1.0,-1.0,9.0
ZHENGMIN,2622974.24984,189571.083661,39,2019-07-01,-3.661240208102936,2.0,2.0,0.0,1.0,5.0
ZHENNAN,2621720.32227,202939.032793,39,2019-07-01,-6.274486634489629,0.0,2.0,-0.0,0.0,2.0
ZHUTANG,2639635.48177,191944.07482,39,2019-07-01,-5.20792064151997,-1.0,2.0,0.0,-1.0,0.0
ANHE,2602035.47057,179539.204623,40,2019-08-01,-0.6373210904691681,2.0,4.0,1.0,-0.0,7.0
ANNAN,2626430.82924,173539.792947,40,2019-08-01,-1.795406656466226,0.0,1.0,1.0,0.0,2.0
BEICHEN,2608228.94939,178859.958807,40,2019-08-01,-1.0390931575022855,1.0,7.0,2.0,1.0,11.0
CANLIN,2608157.27696,173088.151033,40,2019-08-01,1.621941235212724,1.0,6.0,3.0,-3.0,7.0
DONGGUANG,2616755.31388,175783.144962,40,2019-08-01,-0.3429028271127856,3.0,4.0,1.0,0.0,8.0
DONGSHI,2595468.32293,163523.186557,40,2019-08-01,1.0717483887287902,0.0,2.0,1.0,0.0,3.0
ERLUN,2629865.28709,190429.148778,40,2019-08-01,1.3562404953624354,2.0,-2.0,0.0,1.0,1.0
FENGAN,2631894.18276,171859.184496,40,2019-08-01,0.036460599445983684,-2.0,-1.0,0.0,0.0,-3.0
FENGRONG,2632016.259,179785.17549,40,2019-08-01,1.146347086726442,1.0,-1.0,1.0,1.0,2.0
GUANGFU,2626508.29835,189084.098343,40,2019-08-01,1.2407423298956948,-1.0,0.0,-2.0,0.0,-3.0
HAIFENG,2629140.25143,171150.145528,40,2019-08-01,-2.6686303947243624,1.0,-3.0,1.0,,-1.0
HONGLUN,2620454.90228,183487.975804,40,2019-08-01,0.07788308800230402,2.0,0.0,1.0,0.0,3.0
HUNAN,2649583.28339,197073.456957,40,2019-08-01,-1.0931256628546702,-0.0,0.0,-2.0,2.0,0.0
HUWEI,2623606.30661,192041.068482,40,2019-08-01,-2.5688752794187657,-1.0,0.0,0.0,3.0,2.0
JIANYANG,2614756.24677,163506.218274,40,2019-08-01,5.165601182014982,2.0,1.0,0.0,,3.0
JIAXING,2616146.2859,194875.077945,40,2019-08-01,-0.8263343693211974,0.0,-1.0,-1.0,0.0,-2.0
JINHU_XIN,2607660.55516,163232.543019,40,2019-08-01,3.7881279317307714,1.0,2.0,-0.5,0.5,3.0
KECUO,2613831.28827,182075.186777,40,2019-08-01,5.6595273275048665,-2.0,0.0,4.0,1.0,3.0
LONGYAN,2624184.90663,179646.08447,40,2019-08-01,2.5800916868183306,0.0,1.0,0.0,1.0,2.0
LUNFENG_XIN,2624237.88582,169449.452593,40,2019-08-01,1.4031465821257716,-2.0,-1.0,-2.0,-1.0,-6.0
NANGUANG,2612049.8387,170402.550017,40,2019-08-01,1.7258196624747093,6.0,4.0,3.0,2.0,15.0
NEILIAO,2611723.34283,184142.181573,40,2019-08-01,5.5695371408157515,0.0,1.0,1.0,1.0,3.0
QIAOYI,2637964.78657,196150.707581,40,2019-08-01,-0.28641829129372187,1.0,-2.0,0.0,1.0,0.0
TANQIFENXIAO,2599940.93758,176526.188454,40,2019-08-01,-0.32531344933729917,4.0,5.0,-1.0,0.0,8.0
TUKU,2620611.25819,187772.134694,40,2019-08-01,0.46958572958102696,0.0,-2.0,0.0,1.0,-1.0
XIGANG,2639733.1713,177634.127419,40,2019-08-01,1.2967183862680234,-1.0,-4.0,0.0,0.0,-5.0
XINGHUA,2643201.13881,188364.082858,40,2019-08-01,-0.29146816686465515,-2.0,0.0,0.0,-1.0,-3.0
XINJIE,2644119.88134,179743.007588,40,2019-08-01,-0.35412965383225325,-1.0,0.0,-3.0,1.0,-3.0
XINPI,2598087.955,181888.900806,40,2019-08-01,-3.1881474689721894,3.0,3.0,1.0,-1.0,6.0
XINSHENG,2648279.21795,188342.160622,40,2019-08-01,0.17929612080800147,-3.0,-3.0,-2.0,1.0,-7.0
XINXING,2626356.24719,170721.169691,40,2019-08-01,3.2574424800601083,-3.0,-1.0,-1.0,0.0,-5.0
XIUTAN,2617397.2418,183652.118876,40,2019-08-01,-0.3730675164322277,0.0,0.0,2.0,-1.0,1.0
XIZHOU,2638501.0722,199069.972355,40,2019-08-01,-0.612880889031249,-1.0,0.0,0.0,-1.0,-2.0
YIWU,2604974.34087,167842.226707,40,2019-08-01,4.074568892234412,1.0,4.0,2.0,0.0,7.0
YUANCHANG,2616803.26394,179485.192133,40,2019-08-01,-5.391227260909326,4.0,6.0,8.0,-8.0,10.0
ZHENGMIN,2622974.24984,189571.083661,40,2019-08-01,-1.4400597933173576,0.0,0.0,1.0,-2.0,-1.0
ZHENNAN,2621720.32227,202939.032793,40,2019-08-01,-6.852225699415537,1.0,1.0,0.0,2.0,4.0
ZHUTANG,2639635.48177,191944.07482,40,2019-08-01,-6.031833018131193,2.0,-2.0,-1.0,1.0,0.0
ANHE,2602035.47057,179539.204623,41,2019-09-01,-1.173722432752844,0.0,2.0,2.0,-5.0,-1.0
ANNAN,2626430.82924,173539.792947,41,2019-09-01,-2.1786983904799873,2.0,2.0,0.0,1.0,5.0
BEICHEN,2608228.94939,178859.958807,41,2019-09-01,0.5623495427498962,2.0,5.0,-2.0,2.0,7.0
CANLIN,2608157.27696,173088.151033,41,2019-09-01,0.013793938441792225,1.0,5.0,2.0,2.0,10.0
DONGGUANG,2616755.31388,175783.144962,41,2019-09-01,-0.08106286555630728,2.0,3.0,0.0,0.0,5.0
DONGSHI,2595468.32293,163523.186557,41,2019-09-01,0.5120746816004667,0.0,4.0,0.0,0.0,4.0
ERLUN,2629865.28709,190429.148778,41,2019-09-01,-0.21089438503488575,0.0,2.0,0.0,-1.0,1.0
FENGAN,2631894.18276,171859.184496,41,2019-09-01,-1.2131556187243857,0.0,2.0,1.0,0.0,3.0
FENGRONG,2632016.259,179785.17549,41,2019-09-01,-0.24288663037921432,1.0,4.0,-1.0,0.0,4.0
GUANGFU,2626508.29835,189084.098343,41,2019-09-01,-1.2554402218581895,1.0,2.0,1.0,-3.0,1.0
HAIFENG,2629140.25143,171150.145528,41,2019-09-01,-2.563323654380309,0.0,4.0,-1.0,,3.0
HONGLUN,2620454.90228,183487.975804,41,2019-09-01,-1.4674052017663013,-1.0,4.0,0.0,1.0,4.0
HUNAN,2649583.28339,197073.456957,41,2019-09-01,-0.8823184751046492,1.0,1.0,1.0,1.0,4.0
HUWEI,2623606.30661,192041.068482,41,2019-09-01,-1.7125205343843042,3.0,1.0,-1.0,1.0,4.0
JIANYANG,2614756.24677,163506.218274,41,2019-09-01,-0.09220620647325062,1.0,2.0,0.0,,3.0
JIAXING,2616146.2859,194875.077945,41,2019-09-01,-0.756499045923446,2.0,3.0,2.0,0.0,7.0
JINHU_XIN,2607660.55516,163232.543019,41,2019-09-01,2.957591934413545,-2.0,0.0,0.5,-0.0,-1.5
KECUO,2613831.28827,182075.186777,41,2019-09-01,0.9638017737347483,2.0,3.0,4.0,-4.0,5.0
LONGYAN,2624184.90663,179646.08447,41,2019-09-01,0.1406006613782648,1.0,1.0,0.0,-1.0,1.0
LUNFENG_XIN,2624237.88582,169449.452593,41,2019-09-01,3.0346881601899445,2.0,3.0,0.0,1.0,6.0
NANGUANG,2612049.8387,170402.550017,41,2019-09-01,0.6583228593086535,4.0,3.0,0.0,-1.0,6.0
NEILIAO,2611723.34283,184142.181573,41,2019-09-01,1.2538734518702794,2.0,6.0,0.0,0.0,8.0
QIAOYI,2637964.78657,196150.707581,41,2019-09-01,0.28068755306541937,0.0,2.0,0.0,-1.0,1.0
TANQIFENXIAO,2599940.93758,176526.188454,41,2019-09-01,-0.7996124823836178,-1.0,2.0,1.0,1.0,3.0
TUKU,2620611.25819,187772.134694,41,2019-09-01,0.38672769464760537,-0.0,4.0,1.0,0.0,5.0
XIGANG,2639733.1713,177634.127419,41,2019-09-01,-0.5895177349161633,2.0,3.0,1.0,0.0,6.0
XINGHUA,2643201.13881,188364.082858,41,2019-09-01,-2.183135899518478,3.0,0.0,1.0,1.0,5.0
XINJIE,2644119.88134,179743.007588,41,2019-09-01,1.6644944269120754,1.0,-1.0,2.0,1.0,3.0
XINPI,2598087.955,181888.900806,41,2019-09-01,-3.6484667059796876,2.0,1.0,0.0,0.0,3.0
XINSHENG,2648279.21795,188342.160622,41,2019-09-01,-1.0927270434322747,3.0,3.0,1.0,-1.0,6.0
XINXING,2626356.24719,170721.169691,41,2019-09-01,4.0858928714890785,3.0,3.0,1.0,0.0,7.0
XIUTAN,2617397.2418,183652.118876,41,2019-09-01,-0.20443791214299464,7.0,4.0,0.0,1.0,12.0
XIZHOU,2638501.0722,199069.972355,41,2019-09-01,-3.690318493901938,1.0,1.0,0.0,0.0,2.0
YIWU,2604974.34087,167842.226707,41,2019-09-01,-0.9655146387423189,1.0,4.0,2.0,1.0,8.0
YUANCHANG,2616803.26394,179485.192133,41,2019-09-01,-4.439656791596706,1.0,3.0,-1.0,2.0,5.0
ZHENGMIN,2622974.24984,189571.083661,41,2019-09-01,0.16537042677537864,3.0,1.0,1.0,0.0,5.0
ZHENNAN,2621720.32227,202939.032793,41,2019-09-01,-3.6381564872673358,0.0,5.0,0.0,1.0,6.0
ZHUTANG,2639635.48177,191944.07482,41,2019-09-01,-3.496769755995215,-1.0,1.0,1.0,-1.0,0.0
ANHE,2602035.47057,179539.204623,42,2019-10-01,-1.8245499201714381,-1.0,-3.0,-0.0,3.0,-1.0
ANNAN,2626430.82924,173539.792947,42,2019-10-01,-2.000010741779207,-4.0,-6.0,0.0,-2.0,-12.0
BEICHEN,2608228.94939,178859.958807,42,2019-10-01,0.4171459653156649,-2.0,-4.0,2.0,-1.0,-5.0
CANLIN,2608157.27696,173088.151033,42,2019-10-01,-2.7016083383215466,-4.0,-3.0,-1.0,2.0,-6.0
DONGGUANG,2616755.31388,175783.144962,42,2019-10-01,-0.4655772434286597,-7.0,-7.0,0.0,-1.0,-15.0
DONGSHI,2595468.32293,163523.186557,42,2019-10-01,-0.6755805697810888,1.0,-5.0,0.0,-1.0,-5.0
ERLUN,2629865.28709,190429.148778,42,2019-10-01,-3.119065224293996,-1.0,-2.0,0.0,0.0,-3.0
FENGAN,2631894.18276,171859.184496,42,2019-10-01,-2.870320336144691,-1.0,-4.0,-3.0,-0.0,-8.0
FENGRONG,2632016.259,179785.17549,42,2019-10-01,-1.8805301467370514,-4.0,-7.0,1.0,-1.0,-11.0
GUANGFU,2626508.29835,189084.098343,42,2019-10-01,-4.168238903117718,-1.0,-5.0,2.0,-1.0,-5.0
HAIFENG,2629140.25143,171150.145528,42,2019-10-01,-2.473680945101395,-3.0,-7.0,0.0,,-10.0
HONGLUN,2620454.90228,183487.975804,42,2019-10-01,-3.2269190509437062,-2.0,-7.0,0.0,-3.0,-12.0
HUNAN,2649583.28339,197073.456957,42,2019-10-01,-2.3866219172279965,-5.0,-4.0,-1.0,0.0,-10.0
HUWEI,2623606.30661,192041.068482,42,2019-10-01,-1.8243628345260638,-1.0,-3.0,-1.0,0.0,-5.0
JIANYANG,2614756.24677,163506.218274,42,2019-10-01,-5.485171389341069,-4.0,-6.0,0.0,,-10.0
JIAXING,2616146.2859,194875.077945,42,2019-10-01,-1.9546469756107117,-3.0,-1.0,0.0,0.0,-4.0
JINHU_XIN,2607660.55516,163232.543019,42,2019-10-01,0.6940450221209037,0.0,-5.0,-3.0,-0.5,-8.5
KECUO,2613831.28827,182075.186777,42,2019-10-01,-3.8712619980592393,-3.0,-7.0,0.0,1.0,-9.0
LONGYAN,2624184.90663,179646.08447,42,2019-10-01,-3.126946559966399,-1.0,-8.0,-1.0,0.0,-10.0
LUNFENG_XIN,2624237.88582,169449.452593,42,2019-10-01,2.3559164387329155,-3.0,-8.0,-1.0,-2.0,-14.0
NANGUANG,2612049.8387,170402.550017,42,2019-10-01,-1.4964773572755652,-11.0,-5.0,-1.0,1.0,-16.0
NEILIAO,2611723.34283,184142.181573,42,2019-10-01,-1.5041650543421188,-2.0,-11.0,-1.0,-1.0,-15.0
QIAOYI,2637964.78657,196150.707581,42,2019-10-01,-0.4177781966447446,0.0,0.0,-1.0,2.0,1.0
TANQIFENXIAO,2599940.93758,176526.188454,42,2019-10-01,-2.0954091084376256,-6.0,0.0,0.0,0.0,-6.0
TUKU,2620611.25819,187772.134694,42,2019-10-01,-0.44852362415450386,1.0,-5.0,-2.0,-0.0,-6.0
XIGANG,2639733.1713,177634.127419,42,2019-10-01,-3.497338299857018,-2.0,-2.0,-2.0,0.0,-6.0
XINGHUA,2643201.13881,188364.082858,42,2019-10-01,-4.422801279138687,-2.0,-4.0,-1.0,1.0,-6.0
XINJIE,2644119.88134,179743.007588,42,2019-10-01,1.7858638477799909,-1.0,0.0,-1.0,-2.0,-4.0
XINPI,2598087.955,181888.900806,42,2019-10-01,-4.091210403091214,-5.0,-3.0,1.0,1.0,-6.0
XINSHENG,2648279.21795,188342.160622,42,2019-10-01,-3.420191914571525,-4.0,-5.0,-1.0,0.0,-10.0
XINXING,2626356.24719,170721.169691,42,2019-10-01,0.6403988851634526,0.0,-13.0,-3.0,0.0,-16.0
XIUTAN,2617397.2418,183652.118876,42,2019-10-01,-1.3683142012231215,-11.0,-7.0,-1.0,0.0,-19.0
XIZHOU,2638501.0722,199069.972355,42,2019-10-01,-4.694567689661723,2.0,-1.0,-2.0,1.0,0.0
YIWU,2604974.34087,167842.226707,42,2019-10-01,-5.028229126553945,-4.0,-3.0,-2.0,0.0,-9.0
YUANCHANG,2616803.26394,179485.192133,42,2019-10-01,-1.968803298670469,-11.0,-7.0,1.0,-5.0,-22.0
ZHENGMIN,2622974.24984,189571.083661,42,2019-10-01,-0.5689029096890263,-2.0,-3.0,-2.0,1.0,-6.0
ZHENNAN,2621720.32227,202939.032793,42,2019-10-01,-0.18227250641707465,1.0,-1.0,-1.0,-0.0,-1.0
ZHUTANG,2639635.48177,191944.07482,42,2019-10-01,-0.25444086717252656,0.0,-2.0,-1.0,0.0,-3.0
ANHE,2602035.47057,179539.204623,43,2019-11-01,-2.5955685580978063,0.0,1.0,1.0,-1.0,1.0
ANNAN,2626430.82924,173539.792947,43,2019-11-01,-1.9313092660530886,0.0,-1.0,-1.0,-1.0,-3.0
BEICHEN,2608228.94939,178859.958807,43,2019-11-01,-1.5693653465991582,-2.0,-2.0,0.0,-1.0,-5.0
CANLIN,2608157.27696,173088.151033,43,2019-11-01,-4.689232278445509,-1.0,-2.0,-1.0,-1.0,-5.0
DONGGUANG,2616755.31388,175783.144962,43,2019-11-01,-1.3395735265014055,-3.0,-2.0,-1.0,1.0,-5.0
DONGSHI,2595468.32293,163523.186557,43,2019-11-01,-2.4363117513033123,-1.0,0.0,-2.0,2.0,-1.0
ERLUN,2629865.28709,190429.148778,43,2019-11-01,-5.697417953027957,0.0,-1.0,0.0,0.0,-1.0
FENGAN,2631894.18276,171859.184496,43,2019-11-01,-4.021425838099628,0.0,-1.0,-1.0,-1.0,-3.0
FENGRONG,2632016.259,179785.17549,43,2019-11-01,-3.442508460397207,-3.0,1.0,-2.0,1.0,-3.0
GUANGFU,2626508.29835,189084.098343,43,2019-11-01,-5.651582900701823,0.0,-1.0,2.0,-1.0,0.0
