STATION	X_TWD97	Y_TWD97	monthly	time	DIFFDISP	Layer_1	Layer_2	Layer_3	Layer_4	Layer_All
ZHUTANG	2639635.482	191944.0748	9	17/1/01	-1.125948079	1	0	0	0	1
ANHE	2602035.471	179539.2046	10	17/2/01	-2.111524704	-3	-3	-9	4	-11
BEICHEN	2608228.949	178859.9588	10	17/2/01	-2.641470222	-1	-15	0	-4	-20
CANLIN	2608157.277	173088.151	10	17/2/01	-1.047522565	-6	-10	-5	1	-20
DONGGUANG	2616755.314	175783.145	10	17/2/01	-1.318193207	-3	-5	-1	2	-7
DONGSHI	2595468.323	163523.1866	10	17/2/01	-1.047608827	1	-1	-4	2	-2
ERLUN	2629865.287	190429.1488	10	17/2/01	-6.361969408	-1	-2	-2	3	-2
FENGAN	2631894.183	171859.1845	10	17/2/01	-3.843754468	-1	-6	0	-1	-8
FENGRONG	2632016.259	179785.1755	10	17/2/01	-2.551609109	-6	-3	-2	1	-10
GUANGFU	2626508.298	189084.0983	10	17/2/01	-5.428363314	0	-7	3	-5	-9
HAIFENG	2629140.251	171150.1455	10	17/2/01	-2.266828502	-1	-4	-3		-8
HONGLUN	2620454.902	183487.9758	10	17/2/01	-3.796500112	-2	-10	-4	-1	-17
HUNAN	2649583.283	197073.457	10	17/2/01	-1.273973315	0	-6	-3.1	0.1	-9
HUWEI	2623606.307	192041.0685	10	17/2/01	-2.658547021	0	-4	-4	-1	-9
JIANYANG	2614756.247	163506.2183	10	17/2/01	-5.320836469	-1	-1	0		-2
JIAXING	2616146.286	194875.0779	10	17/2/01	-1.302115463	-4	-7	-4	0	-15
KECUO	2613831.288	182075.1868	10	17/2/01	-4.696731521	-2	-8	1	-5	-14
LONGYAN	2624184.907	179646.0845	10	17/2/01	-1.315243781	0	-2	-2	0	-4
NEILIAO	2611723.343	184142.1816	10	17/2/01	-6.280084542	0	-12	-4	-4	-20
QIAOYI	2637964.787	196150.7076	10	17/2/01	-1.179461938	-3	-3	1	0	-5
TANQIFENXIAO	2599940.938	176526.1885	10	17/2/01	-3.289450844	-4	-5	0	0	-9
TUKU	2620611.258	187772.1347	10	17/2/01	-5.398952333	-2	-6	-2	0	-10
XIGANG	2639733.171	177634.1274	10	17/2/01	-3.544718641	-2	-1	1	-2	-4
XINGHUA	2643201.139	188364.0829	10	17/2/01	-4.428477379	-2	-5	-2	3	-6
XINJIE	2644119.881	179743.0076	10	17/2/01	-3.385770571	0	-2	-1	-1	-4
XINPI	2598087.955	181888.9008	10	17/2/01	-2.599006845	0	-5	-1	0	-6
XINSHENG	2648279.218	188342.1606	10	17/2/01	-1.854555246	-3	-4	-1	0	-8
XINXING	2626356.247	170721.1697	10	17/2/01	-3.138644365	-2	-6	-1	0	-9
XIUTAN	2617397.242	183652.1189	10	17/2/01	-0.847080294	-11	-9	-3	3	-20
XIZHOU	2638501.072	199069.9724	10	17/2/01	-1.516619901	1	-2	-1	0	-2
YIWU	2604974.341	167842.2267	10	17/2/01	-5.510962742	-1	-15	-7	-1	-24
YUANCHANG	2616803.264	179485.1921	10	17/2/01	0.176920923	-2	-5	-4	3	-8
ZHENNAN	2621720.322	202939.0328	10	17/2/01	0.446078442	-1	-4	-2	0	-7
ZHUTANG	2639635.482	191944.0748	10	17/2/01	-0.620929027	-2	-2	-1	0	-5
ANHE	2602035.471	179539.2046	11	17/3/01	-1.188568671	-2	-13	5	-3	-13
BEICHEN	2608228.949	178859.9588	11	17/3/01	-0.682657178	-2	-8	-2	1	-11
CANLIN	2608157.277	173088.151	11	17/3/01	-0.787422671	-2	-10	-2	-3	-17
DONGGUANG	2616755.314	175783.145	11	17/3/01	-0.226472703	-5	-8	0	-3	-16
DONGSHI	2595468.323	163523.1866	11	17/3/01	-0.497144453	0	-9	0	-1	-10
ERLUN	2629865.287	190429.1488	11	17/3/01	-6.116773204	-1	0	-1	0	-2
FENGAN	2631894.183	171859.1845	11	17/3/01	-4.644079432	-2	4	-3	3	2
FENGRONG	2632016.259	179785.1755	11	17/3/01	-1.529167778	-1	-4	0	-3	-8
GUANGFU	2626508.298	189084.0983	11	17/3/01	-6.859554519	0	-2	-2	-1	-5
HAIFENG	2629140.251	171150.1455	11	17/3/01	-1.890143754	-2	2	2		2
HONGLUN	2620454.902	183487.9758	11	17/3/01	-3.8078047	-6	-4	-3	1	-12
HUNAN	2649583.283	197073.457	11	17/3/01	-1.295629656	0	-1	0	-1	-2
HUWEI	2623606.307	192041.0685	11	17/3/01	-1.174321683	-1	-1	-1	-1	-4
JIANYANG	2614756.247	163506.2183	11	17/3/01	-9.544759938	0	-5	0		-5
JIAXING	2616146.286	194875.0779	11	17/3/01	-1.268366037	1	-2	0	0	-1
KECUO	2613831.288	182075.1868	11	17/3/01	-7.695302508	-1	-5	-2	0	-8
LONGYAN	2624184.907	179646.0845	11	17/3/01	-1.649021632	0	-6	-2	1	-7
NEILIAO	2611723.343	184142.1816	11	17/3/01	-8.099047583	0	-6	-3	0	-9
QIAOYI	2637964.787	196150.7076	11	17/3/01	0.552699415	-1	1	-3	1	-2
TANQIFENXIAO	2599940.938	176526.1885	11	17/3/01	-2.959236279	-3	-6	-2	1	-10
TUKU	2620611.258	187772.1347	11	17/3/01	-6.180324495	-2	-6	-7	0	-15
XIGANG	2639733.171	177634.1274	11	17/3/01	-4.254159195	0	-1	-1	1	-1
XINGHUA	2643201.139	188364.0829	11	17/3/01	-6.023076666	0	-1	0	0	-1
XINJIE	2644119.881	179743.0076	11	17/3/01	-2.346684905	-1	1	1	-2	-1
XINPI	2598087.955	181888.9008	11	17/3/01	-1.6321591	-3	-3	0	1	-5
XINSHENG	2648279.218	188342.1606	11	17/3/01	-0.83932652	-1	-1	0	-2	-4
XINXING	2626356.247	170721.1697	11	17/3/01	-3.841931189	0	1	-1	0	0
XIUTAN	2617397.242	183652.1189	11	17/3/01	-0.496826757	-2	-4	-4	0	-10
XIZHOU	2638501.072	199069.9724	11	17/3/01	-1.597769309	-2	0	0	-1	-3
YIWU	2604974.341	167842.2267	11	17/3/01	-9.268349784	-1	-4	-6	0	-11
YUANCHANG	2616803.264	179485.1921	11	17/3/01	2.740720869	-3	-9	1	0	-11
ZHENNAN	2621720.322	202939.0328	11	17/3/01	3.893755261	0	1	0	-1	0
ZHUTANG	2639635.482	191944.0748	11	17/3/01	1.190693198	0.3	-1	0	-1	-1.7
ANHE	2602035.471	179539.2046	12	17/4/01	-0.865692316	-2	-4	0	-1	-7
BEICHEN	2608228.949	178859.9588	12	17/4/01	0.067003611	-1	-6	-2	-3	-12
CANLIN	2608157.277	173088.151	12	17/4/01	-1.783272267	-3	-10	-3	-1	-17
DONGGUANG	2616755.314	175783.145	12	17/4/01	0.461979753	-1	-6	-4	0	-11
DONGSHI	2595468.323	163523.1866	12	17/4/01	-0.698447163	-2	-6	-3	1	-10
ERLUN	2629865.287	190429.1488	12	17/4/01	-6.968966241	-1	-1	-1	0	-3
FENGAN	2631894.183	171859.1845	12	17/4/01	-6.083982134	0	-2	-2	-1	-5
FENGRONG	2632016.259	179785.1755	12	17/4/01	-1.311802703	-2	0	-2	2	-2
GUANGFU	2626508.298	189084.0983	12	17/4/01	-9.541619574	-2	2	-2	0	-2
HAIFENG	2629140.251	171150.1455	12	17/4/01	-1.914516529	0	-5	-1		-6
HONGLUN	2620454.902	183487.9758	12	17/4/01	-4.553038616	-2	-4	0	-3	-9
HUNAN	2649583.283	197073.457	12	17/4/01	-3.158873159	-1	-2	-1	1	-3
HUWEI	2623606.307	192041.0685	12	17/4/01	-1.107416943	-1	-1	-1	-2	-5
JIANYANG	2614756.247	163506.2183	12	17/4/01	-13.75526699	-1	-4	0		-5
JIAXING	2616146.286	194875.0779	12	17/4/01	-2.628784877	0	0	0	0	0
KECUO	2613831.288	182075.1868	12	17/4/01	-11.21096721	0	-4	-2	0	-6
LONGYAN	2624184.907	179646.0845	12	17/4/01	-2.558291387	1	-7	-2	0	-8
NEILIAO	2611723.343	184142.1816	12	17/4/01	-7.75566603	-4	-7	-2	1	-12
QIAOYI	2637964.787	196150.7076	12	17/4/01	1.021496086	1	0	-1	-2	-2
TANQIFENXIAO	2599940.938	176526.1885	12	17/4/01	-3.506078796	-6	-5	-1	-2	-14
TUKU	2620611.258	187772.1347	12	17/4/01	-6.83832816	0	-2	0	3	1
XIGANG	2639733.171	177634.1274	12	17/4/01	-6.587303541	1	-3	0	0	-2
XINGHUA	2643201.139	188364.0829	12	17/4/01	-8.111128236	2	-1	0	-2	-1
XINJIE	2644119.881	179743.0076	12	17/4/01	-3.091003202	2	-4	1	1	0
XINPI	2598087.955	181888.9008	12	17/4/01	-1.546906135	-3	-1	-1	1	-4
XINSHENG	2648279.218	188342.1606	12	17/4/01	-1.279286374	-3	-1	0	-2	-6
XINXING	2626356.247	170721.1697	12	17/4/01	-8.300465563	-1	-6	-3	0	-10
XIUTAN	2617397.242	183652.1189	12	17/4/01	-1.599311034	-5	-2	-2	-1	-10
XIZHOU	2638501.072	199069.9724	12	17/4/01	-0.792915492	0	-1	0	-1	-2
YIWU	2604974.341	167842.2267	12	17/4/01	-12.41141769	-1	-15	-4	0	-20
YUANCHANG	2616803.264	179485.1921	12	17/4/01	5.981117148	1	-3	-3	-3	-8
ZHENNAN	2621720.322	202939.0328	12	17/4/01	6.486252012	-1	0	0	-1	-2
ZHUTANG	2639635.482	191944.0748	12	17/4/01	3.235688597	-1.3	-1	-3	2	-3.3
ANHE	2602035.471	179539.2046	13	17/5/01	-0.600939042	-2	-8	-3	1	-12
BEICHEN	2608228.949	178859.9588	13	17/5/01	-0.572461392	-1	-4	0	1	-4
CANLIN	2608157.277	173088.151	13	17/5/01	-2.423792656	2	-5	-6	1	-8
DONGGUANG	2616755.314	175783.145	13	17/5/01	0.630352843	0	-2	-1	1	-2
DONGSHI	2595468.323	163523.1866	13	17/5/01	-0.923319911	0	-2	1	-1	-2
ERLUN	2629865.287	190429.1488	13	17/5/01	-5.710684231	0	0	0	-1	-1
FENGAN	2631894.183	171859.1845	13	17/5/01	-6.012262036	0	-2	2	-2	-2
FENGRONG	2632016.259	179785.1755	13	17/5/01	-1.001063333	-2	-1	-2	0	-5
GUANGFU	2626508.298	189084.0983	13	17/5/01	-8.544793981	1	-1	-2	0	-2
HAIFENG	2629140.251	171150.1455	13	17/5/01	-1.707565312	0	-1	0		-1
HONGLUN	2620454.902	183487.9758	13	17/5/01	-3.693422192	0	1	-2	0	-1
HUNAN	2649583.283	197073.457	13	17/5/01	-4.730021462	1	-1	1	-1	0
HUWEI	2623606.307	192041.0685	13	17/5/01	-2.240722187	-1	1	-2	3	1
JIANYANG	2614756.247	163506.2183	13	17/5/01	-11.47858363	-1	-2	0		-3
JIAXING	2616146.286	194875.0779	13	17/5/01	-4.234658054	-1	-4	-1	0	-6
KECUO	2613831.288	182075.1868	13	17/5/01	-9.414229087	-3	-2	-5	2	-8
LONGYAN	2624184.907	179646.0845	13	17/5/01	-2.314889968	-2	0	0	-1	-3
NEILIAO	2611723.343	184142.1816	13	17/5/01	-2.276894748	-1	-4	-1	0	-6
QIAOYI	2637964.787	196150.7076	13	17/5/01	-0.17231975	0	-1	0	0	-1
TANQIFENXIAO	2599940.938	176526.1885	13	17/5/01	-3.097677307	-1	-6	-1	-1	-9
TUKU	2620611.258	187772.1347	13	17/5/01	-4.684507031	0	-5	-3	0	-8
XIGANG	2639733.171	177634.1274	13	17/5/01	-6.652099866	1	1	0	0	2
XINGHUA	2643201.139	188364.0829	13	17/5/01	-7.565143519	-2	0	1	-1	-2
XINJIE	2644119.881	179743.0076	13	17/5/01	-4.202732729	0	2	-3	1	0
XINPI	2598087.955	181888.9008	13	17/5/01	-2.189241281	0	-2	0	-1	-3
XINSHENG	2648279.218	188342.1606	13	17/5/01	-1.734999125	4	3	-1	-1	5
XINXING	2626356.247	170721.1697	13	17/5/01	-11.34122619	-1	-3	-1	0	-5
XIUTAN	2617397.242	183652.1189	13	17/5/01	-2.766629763	-3	-3	0	-1	-7
XIZHOU	2638501.072	199069.9724	13	17/5/01	0.394282876	-1	0	-1	1	-1
YIWU	2604974.341	167842.2267	13	17/5/01	-8.909175411	1	0	-1	-1	-1
YUANCHANG	2616803.264	179485.1921	13	17/5/01	4.83534163	-4	-3	-3	-1	-11
ZHENNAN	2621720.322	202939.0328	13	17/5/01	4.668250774	0	-3	-1	0	-4
ZHUTANG	2639635.482	191944.0748	13	17/5/01	1.739049894	2	0	0	0	2
ANHE	2602035.471	179539.2046	14	17/6/01	-0.377130052	3	0	2	-4	1
BEICHEN	2608228.949	178859.9588	14	17/6/01	-1.478422253	3	0	-1	2	4
CANLIN	2608157.277	173088.151	14	17/6/01	-1.784714951	7	5	1	-2	11
DONGGUANG	2616755.314	175783.145	14	17/6/01	0.769495828	-4	-5	-3	0	-12
DONGSHI	2595468.323	163523.1866	14	17/6/01	-0.408902528	-2	3	-2	1	0
ERLUN	2629865.287	190429.1488	14	17/6/01	-3.027727672	-1	0	-1	1	-1
FENGAN	2631894.183	171859.1845	14	17/6/01	-5.02855512	3	7	3	0	13
FENGRONG	2632016.259	179785.1755	14	17/6/01	-0.563184948	8	0	0	0	8
GUANGFU	2626508.298	189084.0983	14	17/6/01	-5.494815033	0	-2	-1	1	-2
HAIFENG	2629140.251	171150.1455	14	17/6/01	-1.508133473	4	11	2		17
HONGLUN	2620454.902	183487.9758	14	17/6/01	-1.951590254	0	-4	-2	0	-6
HUNAN	2649583.283	197073.457	14	17/6/01	-4.640871506	1	3	-3	-1	0
HUWEI	2623606.307	192041.0685	14	17/6/01	-3.846128148	1	1	2	0	4
JIANYANG	2614756.247	163506.2183	14	17/6/01	-5.258238599	1	4	0		5
JIAXING	2616146.286	194875.0779	14	17/6/01	-4.698551466	0	8	1	0	9
KECUO	2613831.288	182075.1868	14	17/6/01	-4.305571986	2	4	1	-3	4
LONGYAN	2624184.907	179646.0845	14	17/6/01	-0.490332712	-1	-4	-3	-1	-9
NEILIAO	2611723.343	184142.1816	14	17/6/01	4.341805948	2	3	-3	0	2
QIAOYI	2637964.787	196150.7076	14	17/6/01	-1.6375192	2	2	-1	0	3
TANQIFENXIAO	2599940.938	176526.1885	14	17/6/01	-2.008263627	6	-1	0	-1	4
TUKU	2620611.258	187772.1347	14	17/6/01	-1.430603562	2	6	-1	-1	6
XIGANG	2639733.171	177634.1274	14	17/6/01	-4.651928922	1	1	-1	0	1
XINGHUA	2643201.139	188364.0829	14	17/6/01	-5.157406613	4	3	-4	2	5
XINJIE	2644119.881	179743.0076	14	17/6/01	-4.946724169	-1	0	0	-1	-2
XINPI	2598087.955	181888.9008	14	17/6/01	-3.303667183	1	1	1	-1	2
XINSHENG	2648279.218	188342.1606	14	17/6/01	-1.395772212	4	1	0	1	6
XINXING	2626356.247	170721.1697	14	17/6/01	-8.98057362	6	13	3	0	22
XIUTAN	2617397.242	183652.1189	14	17/6/01	-3.134282746	-1	3	-1	0	1
XIZHOU	2638501.072	199069.9724	14	17/6/01	0.754077052	0	2	-1	1	2
YIWU	2604974.341	167842.2267	14	17/6/01	-2.224863125	1	10	3	-2	12
YUANCHANG	2616803.264	179485.1921	14	17/6/01	2.805182688	9	4	-1	-1	11
ZHENNAN	2621720.322	202939.0328	14	17/6/01	0.33665961	0	1	1	3	5
ZHUTANG	2639635.482	191944.0748	14	17/6/01	-1.540207042	1	0	-1	-1	-1
ANHE	2602035.471	179539.2046	15	17/7/01	-1.882812839	2	3	-3	4	6
BEICHEN	2608228.949	178859.9588	15	17/7/01	-4.252603187	0	5	2	-1	6
CANLIN	2608157.277	173088.151	15	17/7/01	-1.53856787	-4	4	3	1	4
DONGGUANG	2616755.314	175783.145	15	17/7/01	-2.518330748	17	12	-1	0	28
DONGSHI	2595468.323	163523.1866	15	17/7/01	-0.774861395	2	4	0	0	6
ERLUN	2629865.287	190429.1488	15	17/7/01	-3.282387497	1	2	2	-2	3
FENGAN	2631894.183	171859.1845	15	17/7/01	-3.391861169	-1	-6	-3	0	-10
FENGRONG	2632016.259	179785.1755	15	17/7/01	-1.030596826	4	2	0	0	6
GUANGFU	2626508.298	189084.0983	15	17/7/01	-1.818218178	0	3	3	0	6
HAIFENG	2629140.251	171150.1455	15	17/7/01	-4.297569651	-1	-10	-2		-13
HONGLUN	2620454.902	183487.9758	15	17/7/01	-2.074808453	3	12	3	0	18
HUNAN	2649583.283	197073.457	15	17/7/01	-4.885295809	1	0	-2	1	0
HUWEI	2623606.307	192041.0685	15	17/7/01	-4.513923454	0	1	-1	-1	-1
JIANYANG	2614756.247	163506.2183	15	17/7/01	0.729827425	1	-1	0		0
JIAXING	2616146.286	194875.0779	15	17/7/01	-5.004402243	4	6	2	0	12
KECUO	2613831.288	182075.1868	15	17/7/01	2.132370496	3	7	1	0	11
LONGYAN	2624184.907	179646.0845	15	17/7/01	-0.472483592	3	8	2	0	13
NEILIAO	2611723.343	184142.1816	15	17/7/01	3.298993139	1	12	2	0	15
QIAOYI	2637964.787	196150.7076	15	17/7/01	-2.231348487	-1	0	0	0	-1
TANQIFENXIAO	2599940.938	176526.1885	15	17/7/01	-2.430761439	6	3	-1	1	9
TUKU	2620611.258	187772.1347	15	17/7/01	-0.113097742	0	6	2	2	10
XIGANG	2639733.171	177634.1274	15	17/7/01	-3.50701669	-2	-3	-2	2	-5
XINGHUA	2643201.139	188364.0829	15	17/7/01	-3.247544821	-1	-2	1	-2	-4
XINJIE	2644119.881	179743.0076	15	17/7/01	-6.173385459	1	-1	-1	1	0
XINPI	2598087.955	181888.9008	15	17/7/01	-5.531288631	0	2	0	-1	1
XINSHENG	2648279.218	188342.1606	15	17/7/01	-0.927702093	0	-2	-1	-1	-4
XINXING	2626356.247	170721.1697	15	17/7/01	-7.355104247	-3	-7	-2	0	-12
XIUTAN	2617397.242	183652.1189	15	17/7/01	-1.543519187	9	8	0	1	18
XIZHOU	2638501.072	199069.9724	15	17/7/01	4.065852246	1	1	0	-1	1
YIWU	2604974.341	167842.2267	15	17/7/01	2.380645286	1	2	3	1	7
YUANCHANG	2616803.264	179485.1921	15	17/7/01	-0.084933993	1	8	-1	0	8
ZHENNAN	2621720.322	202939.0328	15	17/7/01	-8.832354898	2	6	1	1	10
ZHUTANG	2639635.482	191944.0748	15	17/7/01	-7.837292573	-1	1	-1	0	-1
ANHE	2602035.471	179539.2046	16	17/8/01	-1.645240438	0	4	1	-1	4
BEICHEN	2608228.949	178859.9588	16	17/8/01	-2.145571112	0	5	-3	1	3
CANLIN	2608157.277	173088.151	16	17/8/01	-0.65685424	5	2	0	0	7
DONGGUANG	2616755.314	175783.145	16	17/8/01	-1.469675452	2	1	1	-1	3
DONGSHI	2595468.323	163523.1866	16	17/8/01	0.53304317	1	4	0	0	5
ERLUN	2629865.287	190429.1488	16	17/8/01	-1.320715342	-3	-2	0	0	-5
FENGAN	2631894.183	171859.1845	16	17/8/01	-2.374673714	2	4	0	1	7
FENGRONG	2632016.259	179785.1755	16	17/8/01	-0.772327098	2	0	1	-2	1
GUANGFU	2626508.298	189084.0983	16	17/8/01	-0.518169918	0	0	0	-4	-4
HAIFENG	2629140.251	171150.1455	16	17/8/01	-3.887458682	-4	10	2		8
HONGLUN	2620454.902	183487.9758	16	17/8/01	-0.93140519	2	-1	-2	1	0
HUNAN	2649583.283	197073.457	16	17/8/01	-2.403389803	0	-1	0	1	0
HUWEI	2623606.307	192041.0685	16	17/8/01	-3.660147882	0	-1	2	-1	0
JIANYANG	2614756.247	163506.2183	16	17/8/01	2.409191677	0	3	0		3
JIAXING	2616146.286	194875.0779	16	17/8/01	-3.00301702	1	-2	-1	0	-2
KECUO	2613831.288	182075.1868	16	17/8/01	3.200808257	2	-1	-2	2	1
LONGYAN	2624184.907	179646.0845	16	17/8/01	0.667344196	0	2	-1	-1	0
NEILIAO	2611723.343	184142.1816	16	17/8/01	3.553054709	1	-1	-3	3	0
QIAOYI	2637964.787	196150.7076	16	17/8/01	-0.71542213	1	0	-1	0	0
TANQIFENXIAO	2599940.938	176526.1885	16	17/8/01	-1.14749923	3	3	1	-1	6
TUKU	2620611.258	187772.1347	16	17/8/01	1.434809028	2	-2	2	-4	-2
XIGANG	2639733.171	177634.1274	16	17/8/01	-1.67854568	2	2	1	-1	4
XINGHUA	2643201.139	188364.0829	16	17/8/01	-1.555121989	1	-1	1	1	2
XINJIE	2644119.881	179743.0076	16	17/8/01	-3.509197365	-1	1	0	0	0
XINPI	2598087.955	181888.9008	16	17/8/01	-5.701693828	0	2	-1	1	2
XINSHENG	2648279.218	188342.1606	16	17/8/01	-0.290089352	1	-1	-1	1	0
XINXING	2626356.247	170721.1697	16	17/8/01	-2.389338961	3	4	1	0	8
XIUTAN	2617397.242	183652.1189	16	17/8/01	-0.188415498	2	-1	-1	-1	-1
XIZHOU	2638501.072	199069.9724	16	17/8/01	0.087502626	2	-2	0	2	2
YIWU	2604974.341	167842.2267	16	17/8/01	2.79742718	0	4	0	0	4
YUANCHANG	2616803.264	179485.1921	16	17/8/01	-3.842060396	3	1	3	0	7
ZHENNAN	2621720.322	202939.0328	16	17/8/01	-9.116253737	1	3	1	-2	3
ZHUTANG	2639635.482	191944.0748	16	17/8/01	-8.709219532	0	-2	2	-1	-1
ANHE	2602035.471	179539.2046	17	17/9/01	-1.296672706	-1	2	0	1	2
BEICHEN	2608228.949	178859.9588	17	17/9/01	0.21357779	0	5	1	-1	5
CANLIN	2608157.277	173088.151	17	17/9/01	-1.211575335	-1	7	0	2	8
DONGGUANG	2616755.314	175783.145	17	17/9/01	-0.723838142	-2	2	0	0	0
DONGSHI	2595468.323	163523.1866	17	17/9/01	1.424733942	0	1	2	-1	2
ERLUN	2629865.287	190429.1488	17	17/9/01	-1.545338861	4	-1	1	0	4
FENGAN	2631894.183	171859.1845	17	17/9/01	-2.398957688	-2	-4	-1	0	-7
FENGRONG	2632016.259	179785.1755	17	17/9/01	-0.833037304	-3	-2	-1	1	-5
GUANGFU	2626508.298	189084.0983	17	17/9/01	-1.629240467	-1	0	-1	2	0
HAIFENG	2629140.251	171150.1455	17	17/9/01	-3.180620343	0	-8	-1		-9
HONGLUN	2620454.902	183487.9758	17	17/9/01	-1.303125327	1	1	1	0	3
HUNAN	2649583.283	197073.457	17	17/9/01	-1.127198696	0	-2	1	0	-1
HUWEI	2623606.307	192041.0685	17	17/9/01	-2.467681267	2	1	-1	1	3
JIANYANG	2614756.247	163506.2183	17	17/9/01	-1.162354665	0	0	0		0
JIAXING	2616146.286	194875.0779	17	17/9/01	-1.448844395	-1	-1	1	0	-1
KECUO	2613831.288	182075.1868	17	17/9/01	-0.181337991	1	1	3	-3	2
LONGYAN	2624184.907	179646.0845	17	17/9/01	-0.968798557	1	0	1	0	2
NEILIAO	2611723.343	184142.1816	17	17/9/01	1.171352485	0	2	2	-1	3
QIAOYI	2637964.787	196150.7076	17	17/9/01	0.883937872	0	0	-2	1	-1
TANQIFENXIAO	2599940.938	176526.1885	17	17/9/01	-0.898807625	-3	1	1	0	-1
TUKU	2620611.258	187772.1347	17	17/9/01	1.350634619	-2	4	-1	3	4
XIGANG	2639733.171	177634.1274	17	17/9/01	-1.626550974	-3	-2	1	-2	-6
XINGHUA	2643201.139	188364.0829	17	17/9/01	-2.590180261	-1	0	-1	-2	-4
XINJIE	2644119.881	179743.0076	17	17/9/01	-0.059926111	1	-2	2	-1	0
XINPI	2598087.955	181888.9008	17	17/9/01	-4.752713037	2	1	0	-1	2
XINSHENG	2648279.218	188342.1606	17	17/9/01	-1.403866277	0	1	1	-2	0
XINXING	2626356.247	170721.1697	17	17/9/01	0.045988714	-3	1	0	0	-2
XIUTAN	2617397.242	183652.1189	17	17/9/01	-0.045219628	-3	1	3	-2	-1
XIZHOU	2638501.072	199069.9724	17	17/9/01	-3.644776857	0	1	0	-2	-1
YIWU	2604974.341	167842.2267	17	17/9/01	-0.616870997	-1	4	2	1	6
YUANCHANG	2616803.264	179485.1921	17	17/9/01	-3.969234652	-5	-2	-1	0	-8
ZHENNAN	2621720.322	202939.0328	17	17/9/01	-4.945710377	-1	0	0	0	-1
ZHUTANG	2639635.482	191944.0748	17	17/9/01	-5.338232954	-1	1	-1	0	-1
ANHE	2602035.471	179539.2046	18	17/10/01	-1.381405895	2	0	-2	-2	-2
BEICHEN	2608228.949	178859.9588	18	17/10/01	1.004484996	-2	-7	1	0	-8
CANLIN	2608157.277	173088.151	18	17/10/01	-3.349605274	-2	-5	1	-1	-7
DONGGUANG	2616755.314	175783.145	18	17/10/01	-0.047304417	-9	-6	-1	1	-15
DONGSHI	2595468.323	163523.1866	18	17/10/01	0.3363704	0	-2	0	0	-2
ERLUN	2629865.287	190429.1488	18	17/10/01	-2.976298816	0	1	-2	1	0
FENGAN	2631894.183	171859.1845	18	17/10/01	-2.725511401	-1	-2	-2	1	-4
FENGRONG	2632016.259	179785.1755	18	17/10/01	-1.677313901	-3	-1	0	-1	-5
GUANGFU	2626508.298	189084.0983	18	17/10/01	-2.990730293	2	-3	0	-1	-2
HAIFENG	2629140.251	171150.1455	18	17/10/01	-2.711584731	0	-6	-1		-7
HONGLUN	2620454.902	183487.9758	18	17/10/01	-1.860639128	-3	-7	-1	-1	-12
HUNAN	2649583.283	197073.457	18	17/10/01	-1.803168894	-2	0	-2	-1	-5
HUWEI	2623606.307	192041.0685	18	17/10/01	-1.939040902	0	-2	-1	-1	-4
JIANYANG	2614756.247	163506.2183	18	17/10/01	-4.711847971	-1	-7	0		-8
JIAXING	2616146.286	194875.0779	18	17/10/01	-1.951165999	-1	0	0	0	-1
KECUO	2613831.288	182075.1868	18	17/10/01	-3.525086126	-4	-10	-1	1	-14
LONGYAN	2624184.907	179646.0845	18	17/10/01	-2.848067028	-1	-7	1	-1	-8
NEILIAO	2611723.343	184142.1816	18	17/10/01	-0.173761338	-1	-12	-1	-2	-16
QIAOYI	2637964.787	196150.7076	18	17/10/01	1.229881888	-1	1	-1	-2	-3
TANQIFENXIAO	2599940.938	176526.1885	18	17/10/01	-1.491934828	-6	1	0	1	-4
TUKU	2620611.258	187772.1347	18	17/10/01	0.455471727	-2	-6	-1	-2	-11
XIGANG	2639733.171	177634.1274	18	17/10/01	-2.920267261	1	-2	-2	2	-1
XINGHUA	2643201.139	188364.0829	18	17/10/01	-3.449602361	0	-2	0	1	-1
XINJIE	2644119.881	179743.0076	18	17/10/01	0.774285498	-1	-1	-1	1	-2
XINPI	2598087.955	181888.9008	18	17/10/01	-4.33030061	-1	-1	0	1	-1
XINSHENG	2648279.218	188342.1606	18	17/10/01	-3.462371612	-3	-5	-2	0	-10
XINXING	2626356.247	170721.1697	18	17/10/01	-2.296387044	-2	-10	-4	0	-16
XIUTAN	2617397.242	183652.1189	18	17/10/01	-0.700077317	-5	-7	-3	3	-12
XIZHOU	2638501.072	199069.9724	18	17/10/01	-4.987381313	0	-1	0	0	-1
YIWU	2604974.341	167842.2267	18	17/10/01	-3.648175394	-1	-4	-1	1	-5
YUANCHANG	2616803.264	179485.1921	18	17/10/01	-2.439144827	-9	-8	-4	2	-19
ZHENNAN	2621720.322	202939.0328	18	17/10/01	-1.03062186	0	0	-1	1	0
ZHUTANG	2639635.482	191944.0748	18	17/10/01	-1.285397783	0	-2	-1	0	-3
ANHE	2602035.471	179539.2046	19	17/11/01	-1.448995963	-2	-1	3	3	3
BEICHEN	2608228.949	178859.9588	19	17/11/01	-0.298255542	-1	2	-1	1	1
CANLIN	2608157.277	173088.151	19	17/11/01	-4.645329334	1	1	-1	0	1
DONGGUANG	2616755.314	175783.145	19	17/11/01	-0.161156424	3	1	-3	1	2
DONGSHI	2595468.323	163523.1866	19	17/11/01	-0.60956056	-1	1	-3	1	-2
ERLUN	2629865.287	190429.1488	19	17/11/01	-4.273767003	0	0	-2	2	0
