STATION	X_TWD97	Y_TWD97	monthly	time	DIFFDISP	Layer_1	Layer_2	Layer_3	Layer_4	Layer_All
FENGAN	2631894.183	171859.1845	19	17/11/01	-2.820255406	0	1	1	-1	1
FENGRONG	2632016.259	179785.1755	19	17/11/01	-2.298338812	-2	2	-1	1	0
GUANGFU	2626508.298	189084.0983	19	17/11/01	-3.21333599	-1	1	1	0	1
HAIFENG	2629140.251	171150.1455	19	17/11/01	-2.266671572	1	1	1		3
HONGLUN	2620454.902	183487.9758	19	17/11/01	-2.12944376	2	4	-1	0	5
HUNAN	2649583.283	197073.457	19	17/11/01	-2.882949227	1	2	0	0	3
HUWEI	2623606.307	192041.0685	19	17/11/01	-2.803526109	0	0	0	0	0
JIANYANG	2614756.247	163506.2183	19	17/11/01	-5.163162756	0	1	0		1
JIAXING	2616146.286	194875.0779	19	17/11/01	-2.768805333	0	2	0	0	2
KECUO	2613831.288	182075.1868	19	17/11/01	-4.516632303	-2	3	1	-2	0
LONGYAN	2624184.907	179646.0845	19	17/11/01	-4.241549584	0	3	-4	0	-1
LUNFENG_XIN	2624237.886	169449.4526	19	17/11/01	1.731174621	0	-1	2	-2	-1
NEILIAO	2611723.343	184142.1816	19	17/11/01	0.369719669	-1	0	-1	0	-2
QIAOYI	2637964.787	196150.7076	19	17/11/01	0.051534527	-2	0	-2	1	-3
TANQIFENXIAO	2599940.938	176526.1885	19	17/11/01	-2.126119459	3	0	0	0	3
TUKU	2620611.258	187772.1347	19	17/11/01	-0.336764898	2	0	-2	0	0
XIGANG	2639733.171	177634.1274	19	17/11/01	-3.404110492	1	1	0	0	2
XINGHUA	2643201.139	188364.0829	19	17/11/01	-3.841315693	1	0	-1	0	0
XINJIE	2644119.881	179743.0076	19	17/11/01	0.173515512	0	1	-1	1	1
XINPI	2598087.955	181888.9008	19	17/11/01	-4.165302796	1	2	0	-1	2
XINSHENG	2648279.218	188342.1606	19	17/11/01	-5.241874303	0	1	1	-1	1
XINXING	2626356.247	170721.1697	19	17/11/01	-5.354105867	0	-1	1	0	0
XIUTAN	2617397.242	183652.1189	19	17/11/01	-2.099120762	2	3	-2	-1	2
XIZHOU	2638501.072	199069.9724	19	17/11/01	-4.46670265	0	-1	-2	0	-3
YIWU	2604974.341	167842.2267	19	17/11/01	-3.383096231	0	2	0	-2	0
YUANCHANG	2616803.264	179485.1921	19	17/11/01	-1.289236106	0	2	-1	-1	0
ZHENNAN	2621720.322	202939.0328	19	17/11/01	0.217394475	0	-1	1	-1	-1
ZHUTANG	2639635.482	191944.0748	19	17/11/01	0.656874548	-1	0	0	-1	-2
ANHE	2602035.471	179539.2046	20	17/12/01	-0.965042844	5	-3	5	-2	5
BEICHEN	2608228.949	178859.9588	20	17/12/01	-1.861569618	1	3	1	1	6
CANLIN	2608157.277	173088.151	20	17/12/01	-3.526535361	0	2	0	-2	0
DONGGUANG	2616755.314	175783.145	20	17/12/01	-0.282192246	-1	2	0	-1	0
DONGSHI	2595468.323	163523.1866	20	17/12/01	-1.370228111	1	0	2	-1	2
ERLUN	2629865.287	190429.1488	20	17/12/01	-3.921062864	1	0	2	-2	1
FENGAN	2631894.183	171859.1845	20	17/12/01	-2.050039571	1	1	2	-1	3
FENGRONG	2632016.259	179785.1755	20	17/12/01	-2.244573522	0	1	0	-1	0
GUANGFU	2626508.298	189084.0983	20	17/12/01	-1.701221408	0	0	1	-1	0
HAIFENG	2629140.251	171150.1455	20	17/12/01	-1.752528264	1	6	-1		6
HONGLUN	2620454.902	183487.9758	20	17/12/01	-1.323186342	0	2	1	0	3
HUNAN	2649583.283	197073.457	20	17/12/01	-2.287996657	1	0	-1	1	1
HUWEI	2623606.307	192041.0685	20	17/12/01	-3.362334189	1	1	-1	1	2
JIANYANG	2614756.247	163506.2183	20	17/12/01	-2.029269466	0	0	0		0
JIAXING	2616146.286	194875.0779	20	17/12/01	-2.672224532	1	1	4	0	6
KECUO	2613831.288	182075.1868	20	17/12/01	-2.165190039	1	5	-3	2	5
LONGYAN	2624184.907	179646.0845	20	17/12/01	-3.157890985	-1	3	0	0	2
LUNFENG_XIN	2624237.886	169449.4526	20	17/12/01	-0.004705083	0	4	-3	1	2
NEILIAO	2611723.343	184142.1816	20	17/12/01	1.475786737	1	8	0	0	9
QIAOYI	2637964.787	196150.7076	20	17/12/01	-1.013048566	1	-1	0	0	0
TANQIFENXIAO	2599940.938	176526.1885	20	17/12/01	-1.988784948	0	-1	0	1	0
TUKU	2620611.258	187772.1347	20	17/12/01	-1.008383727	2	5	0	0	7
XIGANG	2639733.171	177634.1274	20	17/12/01	-2.133665393	-1	1	1	-1	0
XINGHUA	2643201.139	188364.0829	20	17/12/01	-2.35158219	0	1	0	0	1
XINJIE	2644119.881	179743.0076	20	17/12/01	-0.980510009	-1	2	0	-1	0
XINPI	2598087.955	181888.9008	20	17/12/01	-3.462313392	-1	-1	0	2	0
XINSHENG	2648279.218	188342.1606	20	17/12/01	-4.793597327	0	2	-1	0	1
XINXING	2626356.247	170721.1697	20	17/12/01	-5.604831087	1	6	-1	0	6
XIUTAN	2617397.242	183652.1189	20	17/12/01	-2.34117768	2	1	2	0	5
XIZHOU	2638501.072	199069.9724	20	17/12/01	-2.963172244	-1	1	0	0	0
YIWU	2604974.341	167842.2267	20	17/12/01	-0.398655445	0	2	0	0	2
YUANCHANG	2616803.264	179485.1921	20	17/12/01	-2.131486293	0	6	1	0	7
ZHENNAN	2621720.322	202939.0328	20	17/12/01	-1.01248519	0	0	-1	1	0
ZHUTANG	2639635.482	191944.0748	20	17/12/01	0.045530336	1	1	0	1	3
ANHE	2602035.471	179539.2046	21	18/1/01	-0.107285957	-4	3	-3	1	-3
BEICHEN	2608228.949	178859.9588	21	18/1/01	-1.987413982	3	1	-1	-1	2
CANLIN	2608157.277	173088.151	21	18/1/01	-1.041245876	0	1	2	-1	2
DONGGUANG	2616755.314	175783.145	21	18/1/01	0.191231299	2	1	-2	-1	0
DONGSHI	2595468.323	163523.1866	21	18/1/01	-0.416760836	-1	-4	0	0	-5
ERLUN	2629865.287	190429.1488	21	18/1/01	-2.906710429	0	1	-2	2	1
FENGAN	2631894.183	171859.1845	21	18/1/01	-1.343682162	-1	2	-1	0	0
FENGRONG	2632016.259	179785.1755	21	18/1/01	-1.531770059	1	0	0	0	1
GUANGFU	2626508.298	189084.0983	21	18/1/01	-0.4816638	0	2	-2	0	0
HAIFENG	2629140.251	171150.1455	21	18/1/01	-1.289113834	-1	-1	1		-1
HONGLUN	2620454.902	183487.9758	21	18/1/01	-0.461008217	1	0	1	0	2
HUNAN	2649583.283	197073.457	21	18/1/01	-0.421872762	0	1	-2	0	-1
HUWEI	2623606.307	192041.0685	21	18/1/01	-2.903868016	-1	-1	2	0	0
JIANYANG	2614756.247	163506.2183	21	18/1/01	0.155237102	0	2	0		2
JIAXING	2616146.286	194875.0779	21	18/1/01	-1.025951462	0	4	-2	0	2
KECUO	2613831.288	182075.1868	21	18/1/01	-0.288173161	0	1	1	-1	1
LONGYAN	2624184.907	179646.0845	21	18/1/01	-1.390442062	0	0	1	0	1
LUNFENG_XIN	2624237.886	169449.4526	21	18/1/01	-1.424014587	3	1	1	-1	4
NEILIAO	2611723.343	184142.1816	21	18/1/01	0.553340227	0	5	-1	1	5
QIAOYI	2637964.787	196150.7076	21	18/1/01	-0.608272199	1	0	0	-2	-1
TANQIFENXIAO	2599940.938	176526.1885	21	18/1/01	-1.603393099	0	4	-1	0	3
TUKU	2620611.258	187772.1347	21	18/1/01	-2.157091935	0	0	2	-2	0
XIGANG	2639733.171	177634.1274	21	18/1/01	-0.201970507	1	1	1	0	3
XINGHUA	2643201.139	188364.0829	21	18/1/01	-1.027274858	0	0	-1	-1	-2
XINJIE	2644119.881	179743.0076	21	18/1/01	-1.019553523	1	0	0	0	1
XINPI	2598087.955	181888.9008	21	18/1/01	-2.364076005	1	1	0	0	2
XINSHENG	2648279.218	188342.1606	21	18/1/01	-2.790341515	1	1	-1	0	1
XINXING	2626356.247	170721.1697	21	18/1/01	-3.117271285	2	2	-1	0	3
XIUTAN	2617397.242	183652.1189	21	18/1/01	-1.31982829	-1	0	-1	1	-1
XIZHOU	2638501.072	199069.9724	21	18/1/01	-2.253045645	-1	0	0	0	-1
YIWU	2604974.341	167842.2267	21	18/1/01	0.582932481	1	1	2	-1	3
YUANCHANG	2616803.264	179485.1921	21	18/1/01	-3.106465926	1	-2	4	-3	0
ZHENGMIN	2622974.25	189571.0837	21	18/1/01	-1.31227535	1	1	0	0	2
ZHENNAN	2621720.322	202939.0328	21	18/1/01	-1.736360492	1	-2	1	-2	-2
ZHUTANG	2639635.482	191944.0748	21	18/1/01	-1.077064372	0	-1	0	-1	-2
ANHE	2602035.471	179539.2046	22	18/2/01	0.953284764	7	-1	3	-1	8
BEICHEN	2608228.949	178859.9588	22	18/2/01	-0.214507856	-4	-3	0	0	-7
CANLIN	2608157.277	173088.151	22	18/2/01	1.408738778	-2	-1	-2	2	-3
DONGGUANG	2616755.314	175783.145	22	18/2/01	1.036357203	-5	-3	2	0	-6
DONGSHI	2595468.323	163523.1866	22	18/2/01	0.202639572	0	-3	1	-1	-3
ERLUN	2629865.287	190429.1488	22	18/2/01	-2.386112614	0	-1	2	-2	-1
FENGAN	2631894.183	171859.1845	22	18/2/01	-1.317314499	1	-6	-6	0	-11
FENGRONG	2632016.259	179785.1755	22	18/2/01	-0.540631817	0	1	-1	1	1
GUANGFU	2626508.298	189084.0983	22	18/2/01	-1.31140026	0	-3	2	-1	-2
HAIFENG	2629140.251	171150.1455	22	18/2/01	-0.899464622	-2	-10	-2		-14
HONGLUN	2620454.902	183487.9758	22	18/2/01	-0.320331922	-1	-4	-1	-1	-7
HUNAN	2649583.283	197073.457	22	18/2/01	1.485506112	0	-1	0	-1	-2
HUWEI	2623606.307	192041.0685	22	18/2/01	-0.970169312	1	0	-3	-1	-3
JIANYANG	2614756.247	163506.2183	22	18/2/01	-1.98007655	-1	0	0		-1
JIAXING	2616146.286	194875.0779	22	18/2/01	0.680416897	0	-6	-1	0	-7
KECUO	2613831.288	182075.1868	22	18/2/01	-1.692251119	-2	-7	0	0	-9
LONGYAN	2624184.907	179646.0845	22	18/2/01	-0.319577327	1	-2	0	0	-1
LUNFENG_XIN	2624237.886	169449.4526	22	18/2/01	-2.678467938	-6	-13	-6	-3	-28
NEILIAO	2611723.343	184142.1816	22	18/2/01	-3.054552305	-1	-11	-1	-1	-14
QIAOYI	2637964.787	196150.7076	22	18/2/01	1.34877148	0	-1	0	0	-1
TANQIFENXIAO	2599940.938	176526.1885	22	18/2/01	-1.091931789	-1	0	1	0	0
TUKU	2620611.258	187772.1347	22	18/2/01	-3.981311889	-1	-4	-3	5	-3
XIGANG	2639733.171	177634.1274	22	18/2/01	0.497980709	-1	2	0	0	1
XINGHUA	2643201.139	188364.0829	22	18/2/01	-1.271156837	-2	1	0	0	-1
XINJIE	2644119.881	179743.0076	22	18/2/01	0.084941524	0	1	0	-1	0
XINPI	2598087.955	181888.9008	22	18/2/01	-0.767357246	-4	-2	1	-1	-6
XINSHENG	2648279.218	188342.1606	22	18/2/01	-0.332077563	0	0	0	-1	-1
XINXING	2626356.247	170721.1697	22	18/2/01	-0.574910012	-4	-10	-6	0	-20
XIUTAN	2617397.242	183652.1189	22	18/2/01	0.118542417	-4	-3	1	-1	-7
XIZHOU	2638501.072	199069.9724	22	18/2/01	-2.313478864	3	-2	0	-1	0
YIWU	2604974.341	167842.2267	22	18/2/01	-2.770865808	1	-1	-1	1	0
YUANCHANG	2616803.264	179485.1921	22	18/2/01	-2.306678092	-1	-5	-4	-2	-12
ZHENGMIN	2622974.25	189571.0837	22	18/2/01	-0.736282166	-1	-2	0	-2	-5
ZHENNAN	2621720.322	202939.0328	22	18/2/01	0.545918301	-2	-2	-1	1	-4
ZHUTANG	2639635.482	191944.0748	22	18/2/01	-0.400445988	0	-1	-1	-1	-3
ANHE	2602035.471	179539.2046	23	18/3/01	1.610695027	-10	-8	-3	-1	-22
BEICHEN	2608228.949	178859.9588	23	18/3/01	1.592623573	0	-10	-2	0	-12
CANLIN	2608157.277	173088.151	23	18/3/01	1.830878026	-5	-14	-5	-2	-26
DONGGUANG	2616755.314	175783.145	23	18/3/01	1.574831916	-5	-8	-2	1	-14
DONGSHI	2595468.323	163523.1866	23	18/3/01	0.30079229	-1	-2	-3	2	-4
ERLUN	2629865.287	190429.1488	23	18/3/01	-2.683655947	-3	-1	-1	-1	-6
FENGAN	2631894.183	171859.1845	23	18/3/01	-1.898680877	-1	3	4	-1	5
FENGRONG	2632016.259	179785.1755	23	18/3/01	0.037693901	-6	-5	-3	0	-14
GUANGFU	2626508.298	189084.0983	23	18/3/01	-3.463147216	-1	-3	-5	1	-8
HAIFENG	2629140.251	171150.1455	23	18/3/01	-0.687532764	1	7	2		10
HONGLUN	2620454.902	183487.9758	23	18/3/01	-1.004418866	-4	-7	-4	-1	-16
HUNAN	2649583.283	197073.457	23	18/3/01	1.336085684	-1	-4	-1	-1	-7
HUWEI	2623606.307	192041.0685	23	18/3/01	0.846075297	-3	-2	-4	-1	-10
JIANYANG	2614756.247	163506.2183	23	18/3/01	-6.647260043	0	-5	0		-5
JIAXING	2616146.286	194875.0779	23	18/3/01	0.955862236	-2	-4	-5	0	-11
KECUO	2613831.288	182075.1868	23	18/3/01	-5.254896076	-1	-6	-3	-2	-12
LONGYAN	2624184.907	179646.0845	23	18/3/01	-0.868164209	-1	-6	-2	-1	-10
LUNFENG_XIN	2624237.886	169449.4526	23	18/3/01	-3.552472948	2	8	3	3	16
NEILIAO	2611723.343	184142.1816	23	18/3/01	-5.922145886	-1	-11	-2	0	-14
QIAOYI	2637964.787	196150.7076	23	18/3/01	2.894389441	-2	0	-1	-1	-4
TANQIFENXIAO	2599940.938	176526.1885	23	18/3/01	-1.262720067	-4	-7	-1	0	-12
TUKU	2620611.258	187772.1347	23	18/3/01	-5.013148819	-3	-6	-1	-4	-14
XIGANG	2639733.171	177634.1274	23	18/3/01	-0.742371108	-1	-3	-1	0	-5
XINGHUA	2643201.139	188364.0829	23	18/3/01	-2.878755548	-2	-4	0	-1	-7
XINJIE	2644119.881	179743.0076	23	18/3/01	0.911867275	-1	-2	0	0	-3
XINPI	2598087.955	181888.9008	23	18/3/01	0.426177721	1	-4	0	0	-3
XINSHENG	2648279.218	188342.1606	23	18/3/01	0.746206258	-4	-4	-1	-1	-10
XINXING	2626356.247	170721.1697	23	18/3/01	-1.095694191	1	5	3	0	9
XIUTAN	2617397.242	183652.1189	23	18/3/01	0.442915223	-10	-8	-4	-1	-23
XIZHOU	2638501.072	199069.9724	23	18/3/01	-1.396094083	-2	0	-2	1	-3
YIWU	2604974.341	167842.2267	23	18/3/01	-7.466178114	-3	-16	-10	0	-29
YUANCHANG	2616803.264	179485.1921	23	18/3/01	1.130632978	-2	-9	0	-1	-12
ZHENGMIN	2622974.25	189571.0837	23	18/3/01	-0.817677109	-4	-6	-1	0	-11
ZHENNAN	2621720.322	202939.0328	23	18/3/01	4.130849789	1	-4	-1	-1	-5
ZHUTANG	2639635.482	191944.0748	23	18/3/01	1.670328467	-2	0	-1	1	-2
ANHE	2602035.471	179539.2046	24	18/4/01	2.148517598	-3	-11	-7	3	-18
BEICHEN	2608228.949	178859.9588	24	18/4/01	2.354218732	-2	-11	-2	0	-15
CANLIN	2608157.277	173088.151	24	18/4/01	1.157164467	-1	-7	-3	-1	-12
DONGGUANG	2616755.314	175783.145	24	18/4/01	1.752053976	-4	-5	-2	-1	-12
DONGSHI	2595468.323	163523.1866	24	18/4/01	-0.281840786	-1	-7	-3	0	-11
ERLUN	2629865.287	190429.1488	24	18/4/01	-4.002719002	1	-3	-1	-1	-4
FENGAN	2631894.183	171859.1845	24	18/4/01	-3.045852061	-2	-2	-2	2	-4
FENGRONG	2632016.259	179785.1755	24	18/4/01	0.021818183	-2	-4	-1	1	-6
GUANGFU	2626508.298	189084.0983	24	18/4/01	-5.99720699	0	-4	0	0	-4
HAIFENG	2629140.251	171150.1455	24	18/4/01	-0.880879835	-1	-4	-1		-6
HONGLUN	2620454.902	183487.9758	24	18/4/01	-1.979490745	-4	-5	-3	-3	-15
HUNAN	2649583.283	197073.457	24	18/4/01	-0.400380795	-1	-1	-3	1	-4
HUWEI	2623606.307	192041.0685	24	18/4/01	1.586200058	-1	-2	-1	-1	-5
JIANYANG	2614756.247	163506.2183	24	18/4/01	-11.71323517	0	-4	0		-4
JIAXING	2616146.286	194875.0779	24	18/4/01	-0.212213489	-3	-7	-2	0	-12
KECUO	2613831.288	182075.1868	24	18/4/01	-8.951251748	-1	-5	-2	0	-8
LONGYAN	2624184.907	179646.0845	24	18/4/01	-2.3216144	-2	-6	-1	0	-9
LUNFENG_XIN	2624237.886	169449.4526	24	18/4/01	-5.062798239	-2	-8	-1	-1	-12
NEILIAO	2611723.343	184142.1816	24	18/4/01	-6.825234346	-3	-6	-2	0	-11
QIAOYI	2637964.787	196150.7076	24	18/4/01	3.54175556	-1	-1	-3	1	-4
TANQIFENXIAO	2599940.938	176526.1885	24	18/4/01	-2.142266082	-10	-8	-1	-1	-20
TUKU	2620611.258	187772.1347	24	18/4/01	-5.808017338	0	-5	-5	1	-9
XIGANG	2639733.171	177634.1274	24	18/4/01	-2.966299389	0	-3	-1	0	-4
XINGHUA	2643201.139	188364.0829	24	18/4/01	-5.166464084	0	-3	0	-4	-7
XINJIE	2644119.881	179743.0076	24	18/4/01	0.671093887	0	-2	-3	2	-3
XINPI	2598087.955	181888.9008	24	18/4/01	0.76268717	-5	-5	0	-1	-11
XINSHENG	2648279.218	188342.1606	24	18/4/01	0.738119229	-2	-2	-1	-1	-6
XINXING	2626356.247	170721.1697	24	18/4/01	-4.862192905	-3	-6	0	0	-9
XIUTAN	2617397.242	183652.1189	24	18/4/01	-0.4069375	-4	-3	-4	1	-10
XIZHOU	2638501.072	199069.9724	24	18/4/01	0.276400728	0	0	-1	-1	-2
YIWU	2604974.341	167842.2267	24	18/4/01	-11.59548198	0	-10	-4	-1	-15
YUANCHANG	2616803.264	179485.1921	24	18/4/01	5.366093503	-5	-5	-5	2	-13
ZHENGMIN	2622974.25	189571.0837	24	18/4/01	-2.530186958	-2	-3	-3	-2	-10
ZHENNAN	2621720.322	202939.0328	24	18/4/01	7.003873856	-3	1	0	0	-2
ZHUTANG	2639635.482	191944.0748	24	18/4/01	3.319319395	0	-2	-2	0	-4
ANHE	2602035.471	179539.2046	25	18/5/01	2.01458077	-4	-8	2	-1	-11
BEICHEN	2608228.949	178859.9588	25	18/5/01	1.199750811	-1	-9	-2	1	-11
CANLIN	2608157.277	173088.151	25	18/5/01	0.262350054	2	-13	-3	-1	-15
DONGGUANG	2616755.314	175783.145	25	18/5/01	0.974274155	-1	-8	-2	1	-10
DONGSHI	2595468.323	163523.1866	25	18/5/01	-1.011618489	-1	-8	1	-1	-9
ERLUN	2629865.287	190429.1488	25	18/5/01	-4.018550229	-2	-1	0	0	-3
FENGAN	2631894.183	171859.1845	25	18/5/01	-3.181826126	1	-2	-1	-1	-3
FENGRONG	2632016.259	179785.1755	25	18/5/01	-0.239960601	-1	-2	-1	-1	-5
GUANGFU	2626508.298	189084.0983	25	18/5/01	-5.705086126	1	-3	0	-1	-3
HAIFENG	2629140.251	171150.1455	25	18/5/01	-1.126197237	0	-2	2		0
HONGLUN	2620454.902	183487.9758	25	18/5/01	-1.91110136	0	-3	-2	2	-3
HUNAN	2649583.283	197073.457	25	18/5/01	-2.437950143	-1	-2	0	0	-3
HUWEI	2623606.307	192041.0685	25	18/5/01	0.710477704	-1	-4	-1	0	-6
JIANYANG	2614756.247	163506.2183	25	18/5/01	-10.76912525	-2	-4	0		-6
JIAXING	2616146.286	194875.0779	25	18/5/01	-1.890107137	-1	-5	-1	0	-7
KECUO	2613831.288	182075.1868	25	18/5/01	-8.168500011	-1	-7	-2	0	-10
LONGYAN	2624184.907	179646.0845	25	18/5/01	-2.695183948	0	-7	-2	-1	-10
LUNFENG_XIN	2624237.886	169449.4526	25	18/5/01	-5.130851062	-1	-1	1	-1	-2
NEILIAO	2611723.343	184142.1816	25	18/5/01	-2.912543246	0	-13	-4	1	-16
QIAOYI	2637964.787	196150.7076	25	18/5/01	2.167278758	-1	-1	1	0	-1
TANQIFENXIAO	2599940.938	176526.1885	25	18/5/01	-2.34278862	1	-7	-1	-1	-8
TUKU	2620611.258	187772.1347	25	18/5/01	-4.031380629	-2	-5	-1	1	-7
XIGANG	2639733.171	177634.1274	25	18/5/01	-3.76662296	-1	1	-4	2	-2
XINGHUA	2643201.139	188364.0829	25	18/5/01	-5.162185965	-4	2	-2	3	-1
XINJIE	2644119.881	179743.0076	25	18/5/01	-0.761176559	1	-1	-3	0	-3
XINPI	2598087.955	181888.9008	25	18/5/01	0.016596399	-7	-3	-2	1	-11
XINSHENG	2648279.218	188342.1606	25	18/5/01	0.469436802	1	-1	1	-1	0
XINXING	2626356.247	170721.1697	25	18/5/01	-8.153615449	1	0	-2	0	-1
XIUTAN	2617397.242	183652.1189	25	18/5/01	-1.07552656	-10	-8	-3	1	-20
XIZHOU	2638501.072	199069.9724	25	18/5/01	2.432093255	-2	0	-1	-1	-4
YIWU	2604974.341	167842.2267	25	18/5/01	-9.441293937	0	-8	-6	1	-13
YUANCHANG	2616803.264	179485.1921	25	18/5/01	5.775052474	-1	-5	-4	3	-7
ZHENGMIN	2622974.25	189571.0837	25	18/5/01	-4.628104094	-2	-1	-2	1	-4
ZHENNAN	2621720.322	202939.0328	25	18/5/01	5.154647111	0	-3	-1	-1	-5
ZHUTANG	2639635.482	191944.0748	25	18/5/01	2.150614897	0	-1	-1	0	-2
ANHE	2602035.471	179539.2046	26	18/6/01	1.868591649	-1	-10	0	-2	-13
BEICHEN	2608228.949	178859.9588	26	18/6/01	-0.2608517	1	-6	0	-1	-6
CANLIN	2608157.277	173088.151	26	18/6/01	0.685831069	1	-6	-7	-2	-14
DONGGUANG	2616755.314	175783.145	26	18/6/01	0.062379896	-3	-5	-3	1	-10
DONGSHI	2595468.323	163523.1866	26	18/6/01	-1.030434304	0	-2	-4	-1	-7
ERLUN	2629865.287	190429.1488	26	18/6/01	-2.758814791	0	1	-1	0	0
FENGAN	2631894.183	171859.1845	26	18/6/01	-2.378440197	0	-4	-2	0	-6
FENGRONG	2632016.259	179785.1755	26	18/6/01	-0.378175845	-1	0	-4	1	-4
GUANGFU	2626508.298	189084.0983	26	18/6/01	-3.325077297	0	-4	-2	-1	-7
HAIFENG	2629140.251	171150.1455	26	18/6/01	-1.483847229	0	-2	-2		-4
HONGLUN	2620454.902	183487.9758	26	18/6/01	-0.847299196	0	0	-2	-1	-3
HUNAN	2649583.283	197073.457	26	18/6/01	-2.827053651	-1	-1	-1	-1	-4
HUWEI	2623606.307	192041.0685	26	18/6/01	-0.531026374	0	-2	-2	-1	-5
JIANYANG	2614756.247	163506.2183	26	18/6/01	-5.867320331	2	0	0		2
JIAXING	2616146.286	194875.0779	26	18/6/01	-2.302768327	-1	5	1	0	5
KECUO	2613831.288	182075.1868	26	18/6/01	-3.987602033	-2	-2	-6	-1	-11
LONGYAN	2624184.907	179646.0845	26	18/6/01	-1.577424333	0	-1	-3	0	-4
LUNFENG_XIN	2624237.886	169449.4526	26	18/6/01	-3.834408631	1	-5	0	-2	-6
NEILIAO	2611723.343	184142.1816	26	18/6/01	2.072383903	-1	-8	-5	-1	-15
QIAOYI	2637964.787	196150.7076	26	18/6/01	0.737811251	-1	0	-3	1	-3
TANQIFENXIAO	2599940.938	176526.1885	26	18/6/01	-1.799353943	0	-6	-1	-1	-8
TUKU	2620611.258	187772.1347	26	18/6/01	-1.288961665	-1	-1	-4	-3	-9
XIGANG	2639733.171	177634.1274	26	18/6/01	-2.44773342	3	-2	1	-2	0
XINGHUA	2643201.139	188364.0829	26	18/6/01	-3.149782246	1	-2	-1	1	-1
XINJIE	2644119.881	179743.0076	26	18/6/01	-1.938485862	0	-2	2	-1	-1
XINPI	2598087.955	181888.9008	26	18/6/01	-1.084704676	-4	-6	-1	-1	-12
XINSHENG	2648279.218	188342.1606	26	18/6/01	1.132242202	0	-3	-3	1	-5
XINXING	2626356.247	170721.1697	26	18/6/01	-8.282954305	-1	-5	-2	0	-8
XIUTAN	2617397.242	183652.1189	26	18/6/01	-0.905760323	-14	-8	-2	-1	-25
XIZHOU	2638501.072	199069.9724	26	18/6/01	2.732080024	0	-1	1	1	1
YIWU	2604974.341	167842.2267	26	18/6/01	-4.123781863	-1	1	-1	-2	-3
YUANCHANG	2616803.264	179485.1921	26	18/6/01	2.747644849	5	-6	-3	-4	-8
ZHENGMIN	2622974.25	189571.0837	26	18/6/01	-5.910565651	-2	0	-1	-2	-5
ZHENNAN	2621720.322	202939.0328	26	18/6/01	0.323452848	1	1	1	1	4
ZHUTANG	2639635.482	191944.0748	26	18/6/01	-1.624909246	-1	0	-2	0	-3
ANHE	2602035.471	179539.2046	27	18/7/01	0.639601429	2	6	-1	1	8
BEICHEN	2608228.949	178859.9588	27	18/7/01	-1.927658129	2	10	-2	0	10
CANLIN	2608157.277	173088.151	27	18/7/01	2.166119494	0	8	4	1	13
DONGGUANG	2616755.314	175783.145	27	18/7/01	-0.439319058	4	9	-1	-2	10
DONGSHI	2595468.323	163523.1866	27	18/7/01	-1.332989598	1	10	-1	1	11
ERLUN	2629865.287	190429.1488	27	18/7/01	-2.141474427	0	-1	1	0	0
FENGAN	2631894.183	171859.1845	27	18/7/01	-5.761121135	1	7	0	1	9
FENGRONG	2632016.259	179785.1755	27	18/7/01	-0.679050751	5	1	2	-2	6
GUANGFU	2626508.298	189084.0983	27	18/7/01	-3.063254437	0	3	-1	0	2
HAIFENG	2629140.251	171150.1455	27	18/7/01	-2.411615536	1	7	1		9
HONGLUN	2620454.902	183487.9758	27	18/7/01	-2.592429481	0	5	3	0	8
HUNAN	2649583.283	197073.457	27	18/7/01	-4.64932709	3	1	2	-4	2
HUWEI	2623606.307	192041.0685	27	18/7/01	-4.205870797	-1	4	3	0	6
JIANYANG	2614756.247	163506.2183	27	18/7/01	-0.925241019	1	4	0		5
JIAXING	2616146.286	194875.0779	27	18/7/01	-5.281135698	3	4	4	0	11
KECUO	2613831.288	182075.1868	27	18/7/01	-0.197265111	2	4	4	1	11
LONGYAN	2624184.907	179646.0845	27	18/7/01	0.561541473	1	3	1	0	5
LUNFENG_XIN	2624237.886	169449.4526	27	18/7/01	-3.341855623	3	9	0	0	12
NEILIAO	2611723.343	184142.1816	27	18/7/01	5.614734116	2	12	2	-1	15
QIAOYI	2637964.787	196150.7076	27	18/7/01	-4.494470367	2	1	0	0	3
TANQIFENXIAO	2599940.938	176526.1885	27	18/7/01	-3.547872811	12	1	-1	-1	11
TUKU	2620611.258	187772.1347	27	18/7/01	2.213429345	0	6	3	1	10
XIGANG	2639733.171	177634.1274	27	18/7/01	-3.898608294	0	0	-1	2	1
XINGHUA	2643201.139	188364.0829	27	18/7/01	-4.979108888	4	0	-2	0	2
XINJIE	2644119.881	179743.0076	27	18/7/01	-4.11257691	0	1	1	0	2
XINPI	2598087.955	181888.9008	27	18/7/01	-5.111623026	5	6	-1	0	10
XINSHENG	2648279.218	188342.1606	27	18/7/01	0.710851407	3	3	1	-2	5
XINXING	2626356.247	170721.1697	27	18/7/01	-2.979129512	3	8	-1	0	10
XIUTAN	2617397.242	183652.1189	27	18/7/01	-4.216910319	15	14	0	0	29
XIZHOU	2638501.072	199069.9724	27	18/7/01	5.307135274	-1	0	0	0	-1
YIWU	2604974.341	167842.2267	27	18/7/01	-0.798069605	2	9	6	0	17
YUANCHANG	2616803.264	179485.1921	27	18/7/01	2.156739537	0	12	-1	0	11
